['1', ' 0', ' 2', ' 0', ' 101', ' 0']
['2', ' 20160', ' 0', ' 0', ' 64', ' 95']
['2', ' 20160', ' 0', ' 0', ' 59', ' 95']
['2', ' 20160', ' 0', ' 0', ' 52', ' 95']
['2', ' 20160', ' 1', ' 0', ' 71', ' 95']
['2', ' 20160', ' 1', ' 0', ' 67', ' 95']
['2', ' 20160', ' 1', ' 0', ' 64', ' 95']
['2', ' 20160', ' 1', ' 0', ' 59', ' 95']
['2', ' 20160', ' 1', ' 0', ' 52', ' 95']
['2', ' 21120', ' 0', ' 0', ' 71', ' 95']
['2', ' 21120', ' 0', ' 0', ' 67', ' 95']
['2', ' 21120', ' 0', ' 0', ' 64', ' 95']
['2', ' 21120', ' 0', ' 0', ' 59', ' 95']
['2', ' 21120', ' 0', ' 0', ' 52', ' 95']
['2', ' 21120', ' 1', ' 0', ' 71', ' 95']
['2', ' 21120', ' 1', ' 0', ' 67', ' 95']
['2', ' 21120', ' 1', ' 0', ' 64', ' 95']
['2', ' 21120', ' 1', ' 0', ' 59', ' 95']
['2', ' 21120', ' 1', ' 0', ' 52', ' 95']
['2', ' 22080', ' 0', ' 0', ' 71', ' 95']
['2', ' 22080', ' 0', ' 0', ' 67', ' 95']
['2', ' 22080', ' 0', ' 0', ' 64', ' 95']
['2', ' 22080', ' 0', ' 0', ' 59', ' 95']
['2', ' 22080', ' 0', ' 0', ' 52', ' 95']
['2', ' 22080', ' 1', ' 0', ' 71', ' 95']
['2', ' 22080', ' 1', ' 0', ' 67', ' 95']
['2', ' 22080', ' 1', ' 0', ' 64', ' 95']
['2', ' 22080', ' 1', ' 0', ' 59', ' 95']
['2', ' 22080', ' 1', ' 0', ' 52', ' 95']
['2', ' 23040', ' 0', ' 0', ' 71', ' 95']
['2', ' 23040', ' 0', ' 0', ' 67', ' 95']
['2', ' 23040', ' 0', ' 0', ' 64', ' 95']
['2', ' 23040', ' 0', ' 0', ' 59', ' 95']
['2', ' 23040', ' 0', ' 0', ' 52', ' 95']
['2', ' 23040', ' 1', ' 0', ' 71', ' 95']
['2', ' 23040', ' 1', ' 0', ' 67', ' 95']
['2', ' 23040', ' 1', ' 0', ' 64', ' 95']
['2', ' 23040', ' 1', ' 0', ' 59', ' 95']
['2', ' 23040', ' 1', ' 0', ' 52', ' 95']
['2', ' 24000', ' 0', ' 0', ' 71', ' 95']
['2', ' 24000', ' 0', ' 0', ' 67', ' 95']
['2', ' 24000', ' 0', ' 0', ' 64', ' 95']
['2', ' 24000', ' 0', ' 0', ' 59', ' 95']
['2', ' 24000', ' 0', ' 0', ' 52', ' 95']
['2', ' 24000', ' 1', ' 0', ' 71', ' 95']
['2', ' 24000', ' 1', ' 0', ' 67', ' 95']
['2', ' 24000', ' 1', ' 0', ' 64', ' 95']
['2', ' 24000', ' 1', ' 0', ' 59', ' 95']
['2', ' 24000', ' 1', ' 0', ' 52', ' 95']
['2', ' 24960', ' 0', ' 0', ' 71', ' 95']
['2', ' 24960', ' 0', ' 0', ' 67', ' 95']
['2', ' 24960', ' 0', ' 0', ' 64', ' 95']
['2', ' 24960', ' 0', ' 0', ' 59', ' 95']
['2', ' 24960', ' 0', ' 0', ' 52', ' 95']
['2', ' 24960', ' 1', ' 0', ' 71', ' 95']
['2', ' 24960', ' 1', ' 0', ' 67', ' 95']
['2', ' 24960', ' 1', ' 0', ' 64', ' 95']
['2', ' 24960', ' 1', ' 0', ' 59', ' 95']
['2', ' 24960', ' 1', ' 0', ' 52', ' 95']
['2', ' 25920', ' 0', ' 0', ' 71', ' 95']
['2', ' 25920', ' 0', ' 0', ' 67', ' 95']
['2', ' 25920', ' 0', ' 0', ' 64', ' 95']
['2', ' 25920', ' 0', ' 0', ' 59', ' 95']
['2', ' 25920', ' 0', ' 0', ' 52', ' 95']
['2', ' 25920', ' 1', ' 0', ' 71', ' 95']
['2', ' 25920', ' 1', ' 0', ' 67', ' 95']
['2', ' 25920', ' 1', ' 0', ' 64', ' 95']
['2', ' 25920', ' 1', ' 0', ' 59', ' 95']
['2', ' 25920', ' 1', ' 0', ' 52', ' 95']
['2', ' 26880', ' 0', ' 0', ' 71', ' 95']
['2', ' 26880', ' 0', ' 0', ' 67', ' 95']
['2', ' 26880', ' 0', ' 0', ' 64', ' 95']
['2', ' 26880', ' 0', ' 0', ' 59', ' 95']
['2', ' 26880', ' 0', ' 0', ' 52', ' 95']
['2', ' 26880', ' 1', ' 0', ' 71', ' 95']
['2', ' 26880', ' 1', ' 0', ' 67', ' 95']
['2', ' 26880', ' 1', ' 0', ' 64', ' 95']
['2', ' 26880', ' 1', ' 0', ' 59', ' 95']
['2', ' 26880', ' 1', ' 0', ' 52', ' 95']
['2', ' 27840', ' 0', ' 0', ' 71', ' 95']
['2', ' 27840', ' 0', ' 0', ' 67', ' 95']
['2', ' 27840', ' 0', ' 0', ' 64', ' 95']
['2', ' 27840', ' 0', ' 0', ' 59', ' 95']
['2', ' 27840', ' 0', ' 0', ' 52', ' 95']
['2', ' 27840', ' 1', ' 0', ' 71', ' 95']
['2', ' 27840', ' 1', ' 0', ' 67', ' 95']
['2', ' 27840', ' 1', ' 0', ' 64', ' 95']
['2', ' 27840', ' 1', ' 0', ' 59', ' 95']
['2', ' 27840', ' 1', ' 0', ' 52', ' 95']
['2', ' 28800', ' 0', ' 0', ' 71', ' 95']
['2', ' 28800', ' 0', ' 0', ' 67', ' 95']
['2', ' 28800', ' 0', ' 0', ' 64', ' 95']
['2', ' 28800', ' 0', ' 0', ' 59', ' 95']
['2', ' 28800', ' 0', ' 0', ' 52', ' 95']
['2', ' 28800', ' 1', ' 0', ' 71', ' 95']
['2', ' 28800', ' 1', ' 0', ' 67', ' 95']
['2', ' 28800', ' 1', ' 0', ' 64', ' 95']
['2', ' 28800', ' 1', ' 0', ' 59', ' 95']
['2', ' 28800', ' 1', ' 0', ' 52', ' 95']
['2', ' 29760', ' 0', ' 0', ' 71', ' 95']
['2', ' 29760', ' 0', ' 0', ' 67', ' 95']
['2', ' 29760', ' 0', ' 0', ' 64', ' 95']
['2', ' 29760', ' 0', ' 0', ' 59', ' 95']
['2', ' 29760', ' 0', ' 0', ' 52', ' 95']
['2', ' 29760', ' 1', ' 0', ' 71', ' 95']
['2', ' 29760', ' 1', ' 0', ' 67', ' 95']
['2', ' 29760', ' 1', ' 0', ' 64', ' 95']
['2', ' 29760', ' 1', ' 0', ' 59', ' 95']
['2', ' 29760', ' 1', ' 0', ' 52', ' 95']
['2', ' 30720', ' 0', ' 0', ' 71', ' 95']
['2', ' 30720', ' 0', ' 0', ' 67', ' 95']
['2', ' 30720', ' 0', ' 0', ' 64', ' 95']
['2', ' 30720', ' 0', ' 0', ' 59', ' 95']
['2', ' 30720', ' 0', ' 0', ' 52', ' 95']
['2', ' 30720', ' 1', ' 0', ' 71', ' 95']
['2', ' 30720', ' 1', ' 0', ' 67', ' 95']
['2', ' 30720', ' 1', ' 0', ' 64', ' 95']
['2', ' 30720', ' 1', ' 0', ' 59', ' 95']
['2', ' 30720', ' 1', ' 0', ' 52', ' 95']
['2', ' 31680', ' 0', ' 0', ' 71', ' 95']
['2', ' 31680', ' 0', ' 0', ' 67', ' 95']
['2', ' 31680', ' 0', ' 0', ' 64', ' 95']
['2', ' 31680', ' 0', ' 0', ' 59', ' 95']
['2', ' 31680', ' 0', ' 0', ' 52', ' 95']
['2', ' 31680', ' 1', ' 0', ' 71', ' 95']
['2', ' 31680', ' 1', ' 0', ' 67', ' 95']
['2', ' 31680', ' 1', ' 0', ' 64', ' 95']
['2', ' 31680', ' 1', ' 0', ' 59', ' 95']
['2', ' 31680', ' 1', ' 0', ' 52', ' 95']
['2', ' 32640', ' 0', ' 0', ' 71', ' 95']
['2', ' 32640', ' 0', ' 0', ' 67', ' 95']
['2', ' 32640', ' 0', ' 0', ' 64', ' 95']
['2', ' 32640', ' 0', ' 0', ' 59', ' 95']
['2', ' 32640', ' 0', ' 0', ' 52', ' 95']
['2', ' 32640', ' 1', ' 0', ' 71', ' 95']
['2', ' 32640', ' 1', ' 0', ' 67', ' 95']
['2', ' 32640', ' 1', ' 0', ' 64', ' 95']
['2', ' 32640', ' 1', ' 0', ' 59', ' 95']
['2', ' 32640', ' 1', ' 0', ' 52', ' 95']
['2', ' 33600', ' 0', ' 0', ' 71', ' 95']
['2', ' 33600', ' 0', ' 0', ' 67', ' 95']
['2', ' 33600', ' 0', ' 0', ' 64', ' 95']
['2', ' 33600', ' 0', ' 0', ' 59', ' 95']
['2', ' 33600', ' 0', ' 0', ' 52', ' 95']
['2', ' 33600', ' 1', ' 0', ' 71', ' 95']
['2', ' 33600', ' 1', ' 0', ' 67', ' 95']
['2', ' 33600', ' 1', ' 0', ' 64', ' 95']
['2', ' 33600', ' 1', ' 0', ' 59', ' 95']
['2', ' 33600', ' 1', ' 0', ' 52', ' 95']
['2', ' 34560', ' 0', ' 0', ' 71', ' 95']
['2', ' 34560', ' 0', ' 0', ' 67', ' 95']
['2', ' 34560', ' 0', ' 0', ' 64', ' 95']
['2', ' 34560', ' 0', ' 0', ' 59', ' 95']
['2', ' 34560', ' 0', ' 0', ' 52', ' 95']
['2', ' 34560', ' 1', ' 0', ' 71', ' 95']
['2', ' 34560', ' 1', ' 0', ' 67', ' 95']
['2', ' 34560', ' 1', ' 0', ' 64', ' 95']
['2', ' 34560', ' 1', ' 0', ' 59', ' 95']
['2', ' 34560', ' 1', ' 0', ' 52', ' 95']
['2', ' 35520', ' 0', ' 0', ' 71', ' 95']
['2', ' 35520', ' 0', ' 0', ' 67', ' 95']
['2', ' 35520', ' 0', ' 0', ' 64', ' 95']
['2', ' 35520', ' 0', ' 0', ' 59', ' 95']
['2', ' 35520', ' 0', ' 0', ' 52', ' 95']
['2', ' 35520', ' 1', ' 0', ' 71', ' 95']
['2', ' 35520', ' 1', ' 0', ' 67', ' 95']
['2', ' 35520', ' 1', ' 0', ' 64', ' 95']
['2', ' 35520', ' 1', ' 0', ' 59', ' 95']
['2', ' 35520', ' 1', ' 0', ' 52', ' 95']
['2', ' 36480', ' 0', ' 0', ' 71', ' 95']
['2', ' 36480', ' 0', ' 0', ' 67', ' 95']
['2', ' 36480', ' 0', ' 0', ' 64', ' 95']
['2', ' 36480', ' 0', ' 0', ' 59', ' 95']
['2', ' 36480', ' 0', ' 0', ' 52', ' 95']
['2', ' 36480', ' 1', ' 0', ' 71', ' 95']
['2', ' 36480', ' 1', ' 0', ' 67', ' 95']
['2', ' 36480', ' 1', ' 0', ' 64', ' 95']
['2', ' 36480', ' 1', ' 0', ' 59', ' 95']
['2', ' 36480', ' 1', ' 0', ' 52', ' 95']
['2', ' 37440', ' 0', ' 0', ' 71', ' 95']
['2', ' 37440', ' 0', ' 0', ' 67', ' 95']
['2', ' 37440', ' 0', ' 0', ' 64', ' 95']
['2', ' 37440', ' 0', ' 0', ' 59', ' 95']
