['1', ' 0', ' 2', ' 0', ' 101', ' 0']
['2', ' 344640', ' 0', ' 0', ' 59', ' 95']
['2', ' 344640', ' 0', ' 0', ' 52', ' 95']
['2', ' 344640', ' 1', ' 0', ' 71', ' 95']
['2', ' 344640', ' 1', ' 0', ' 67', ' 95']
['2', ' 344640', ' 1', ' 0', ' 64', ' 95']
['2', ' 344640', ' 1', ' 0', ' 59', ' 95']
['2', ' 344640', ' 1', ' 0', ' 52', ' 95']
['2', ' 345600', ' 0', ' 0', ' 71', ' 95']
['2', ' 345600', ' 0', ' 0', ' 67', ' 95']
['2', ' 345600', ' 0', ' 0', ' 64', ' 95']
['2', ' 345600', ' 0', ' 0', ' 59', ' 95']
['2', ' 345600', ' 0', ' 0', ' 52', ' 95']
['2', ' 345600', ' 1', ' 0', ' 71', ' 95']
['2', ' 345600', ' 1', ' 0', ' 67', ' 95']
['2', ' 345600', ' 1', ' 0', ' 64', ' 95']
['2', ' 345600', ' 1', ' 0', ' 59', ' 95']
['2', ' 345600', ' 1', ' 0', ' 52', ' 95']
['2', ' 346560', ' 0', ' 0', ' 71', ' 95']
['2', ' 346560', ' 0', ' 0', ' 67', ' 95']
['2', ' 346560', ' 0', ' 0', ' 64', ' 95']
['2', ' 346560', ' 0', ' 0', ' 59', ' 95']
['2', ' 346560', ' 0', ' 0', ' 52', ' 95']
['2', ' 346560', ' 1', ' 0', ' 71', ' 95']
['2', ' 346560', ' 1', ' 0', ' 67', ' 95']
['2', ' 346560', ' 1', ' 0', ' 64', ' 95']
['2', ' 346560', ' 1', ' 0', ' 59', ' 95']
['2', ' 346560', ' 1', ' 0', ' 52', ' 95']
['2', ' 347520', ' 0', ' 0', ' 71', ' 95']
['2', ' 347520', ' 0', ' 0', ' 67', ' 95']
['2', ' 347520', ' 0', ' 0', ' 64', ' 95']
['2', ' 347520', ' 0', ' 0', ' 59', ' 95']
['2', ' 347520', ' 0', ' 0', ' 52', ' 95']
['2', ' 347520', ' 1', ' 0', ' 71', ' 95']
['2', ' 347520', ' 1', ' 0', ' 67', ' 95']
['2', ' 347520', ' 1', ' 0', ' 64', ' 95']
['2', ' 347520', ' 1', ' 0', ' 59', ' 95']
['2', ' 347520', ' 1', ' 0', ' 52', ' 95']
['2', ' 348480', ' 0', ' 0', ' 71', ' 95']
['2', ' 348480', ' 0', ' 0', ' 67', ' 95']
['2', ' 348480', ' 0', ' 0', ' 64', ' 95']
['2', ' 348480', ' 0', ' 0', ' 59', ' 95']
['2', ' 348480', ' 0', ' 0', ' 52', ' 95']
['2', ' 348480', ' 1', ' 0', ' 71', ' 95']
['2', ' 348480', ' 1', ' 0', ' 67', ' 95']
['2', ' 348480', ' 1', ' 0', ' 64', ' 95']
['2', ' 348480', ' 1', ' 0', ' 59', ' 95']
['2', ' 348480', ' 1', ' 0', ' 52', ' 95']
['2', ' 349440', ' 0', ' 0', ' 71', ' 95']
['2', ' 349440', ' 0', ' 0', ' 67', ' 95']
['2', ' 349440', ' 0', ' 0', ' 64', ' 95']
['2', ' 349440', ' 0', ' 0', ' 59', ' 95']
['2', ' 349440', ' 0', ' 0', ' 52', ' 95']
['2', ' 364800', ' 1', ' 0', ' 71', ' 95']
['2', ' 364800', ' 1', ' 0', ' 67', ' 95']
['2', ' 364800', ' 1', ' 0', ' 64', ' 95']
['2', ' 364800', ' 1', ' 0', ' 59', ' 95']
['2', ' 364800', ' 1', ' 0', ' 52', ' 95']
['2', ' 365760', ' 0', ' 0', ' 71', ' 95']
['2', ' 365760', ' 0', ' 0', ' 67', ' 95']
['2', ' 365760', ' 0', ' 0', ' 64', ' 95']
['2', ' 365760', ' 0', ' 0', ' 59', ' 95']
['2', ' 365760', ' 0', ' 0', ' 52', ' 95']
['2', ' 365760', ' 1', ' 0', ' 71', ' 95']
['2', ' 365760', ' 1', ' 0', ' 67', ' 95']
['2', ' 365760', ' 1', ' 0', ' 64', ' 95']
['2', ' 365760', ' 1', ' 0', ' 59', ' 95']
['2', ' 365760', ' 1', ' 0', ' 52', ' 95']
['2', ' 366720', ' 0', ' 0', ' 71', ' 95']
['2', ' 366720', ' 0', ' 0', ' 67', ' 95']
['2', ' 366720', ' 0', ' 0', ' 64', ' 95']
['2', ' 366720', ' 0', ' 0', ' 59', ' 95']
['2', ' 366720', ' 0', ' 0', ' 52', ' 95']
['2', ' 366720', ' 1', ' 0', ' 71', ' 95']
['2', ' 366720', ' 1', ' 0', ' 67', ' 95']
['2', ' 366720', ' 1', ' 0', ' 64', ' 95']
['2', ' 366720', ' 1', ' 0', ' 59', ' 95']
['2', ' 366720', ' 1', ' 0', ' 52', ' 95']
['2', ' 367680', ' 0', ' 0', ' 71', ' 95']
['2', ' 367680', ' 0', ' 0', ' 67', ' 95']
['2', ' 367680', ' 0', ' 0', ' 64', ' 95']
['2', ' 367680', ' 0', ' 0', ' 59', ' 95']
['2', ' 367680', ' 0', ' 0', ' 52', ' 95']
['2', ' 367680', ' 1', ' 0', ' 71', ' 95']
['2', ' 367680', ' 1', ' 0', ' 67', ' 95']
['2', ' 367680', ' 1', ' 0', ' 64', ' 95']
['2', ' 367680', ' 1', ' 0', ' 59', ' 95']
['2', ' 367680', ' 1', ' 0', ' 52', ' 95']
['2', ' 368640', ' 0', ' 0', ' 71', ' 95']
['2', ' 368640', ' 0', ' 0', ' 67', ' 95']
['2', ' 368640', ' 0', ' 0', ' 64', ' 95']
['2', ' 368640', ' 0', ' 0', ' 59', ' 95']
['2', ' 368640', ' 0', ' 0', ' 52', ' 95']
['2', ' 368640', ' 1', ' 0', ' 71', ' 95']
['2', ' 368640', ' 1', ' 0', ' 67', ' 95']
['2', ' 368640', ' 1', ' 0', ' 64', ' 95']
['2', ' 368640', ' 1', ' 0', ' 59', ' 95']
['2', ' 368640', ' 1', ' 0', ' 52', ' 95']
['2', ' 369600', ' 0', ' 0', ' 71', ' 95']
['2', ' 369600', ' 0', ' 0', ' 67', ' 95']
['2', ' 369600', ' 0', ' 0', ' 64', ' 95']
['2', ' 369600', ' 0', ' 0', ' 59', ' 95']
['2', ' 369600', ' 0', ' 0', ' 52', ' 95']
['2', ' 369600', ' 1', ' 0', ' 71', ' 95']
['2', ' 369600', ' 1', ' 0', ' 67', ' 95']
['2', ' 369600', ' 1', ' 0', ' 64', ' 95']
['2', ' 369600', ' 1', ' 0', ' 59', ' 95']
['2', ' 369600', ' 1', ' 0', ' 52', ' 95']
['2', ' 370560', ' 0', ' 0', ' 71', ' 95']
['2', ' 370560', ' 0', ' 0', ' 67', ' 95']
['2', ' 370560', ' 0', ' 0', ' 64', ' 95']
['2', ' 370560', ' 0', ' 0', ' 59', ' 95']
['2', ' 370560', ' 0', ' 0', ' 52', ' 95']
['2', ' 370560', ' 1', ' 0', ' 71', ' 95']
['2', ' 370560', ' 1', ' 0', ' 67', ' 95']
['2', ' 370560', ' 1', ' 0', ' 64', ' 95']
['2', ' 370560', ' 1', ' 0', ' 59', ' 95']
['2', ' 370560', ' 1', ' 0', ' 52', ' 95']
['2', ' 371520', ' 0', ' 0', ' 71', ' 95']
['2', ' 371520', ' 0', ' 0', ' 67', ' 95']
['2', ' 371520', ' 0', ' 0', ' 64', ' 95']
['2', ' 371520', ' 0', ' 0', ' 59', ' 95']
['2', ' 371520', ' 0', ' 0', ' 52', ' 95']
['2', ' 371520', ' 1', ' 0', ' 71', ' 95']
['2', ' 371520', ' 1', ' 0', ' 67', ' 95']
['2', ' 371520', ' 1', ' 0', ' 64', ' 95']
['2', ' 371520', ' 1', ' 0', ' 59', ' 95']
['2', ' 371520', ' 1', ' 0', ' 52', ' 95']
['2', ' 372480', ' 0', ' 0', ' 71', ' 95']
['2', ' 372480', ' 0', ' 0', ' 67', ' 95']
['2', ' 372480', ' 0', ' 0', ' 64', ' 95']
['2', ' 372480', ' 0', ' 0', ' 59', ' 95']
['2', ' 372480', ' 0', ' 0', ' 52', ' 95']
['2', ' 372480', ' 1', ' 0', ' 71', ' 95']
['2', ' 372480', ' 1', ' 0', ' 67', ' 95']
['2', ' 372480', ' 1', ' 0', ' 64', ' 95']
['2', ' 372480', ' 1', ' 0', ' 59', ' 95']
['2', ' 372480', ' 1', ' 0', ' 52', ' 95']
['2', ' 373440', ' 0', ' 0', ' 71', ' 95']
['2', ' 373440', ' 0', ' 0', ' 67', ' 95']
['2', ' 373440', ' 0', ' 0', ' 64', ' 95']
['2', ' 373440', ' 0', ' 0', ' 59', ' 95']
['2', ' 373440', ' 0', ' 0', ' 52', ' 95']
['2', ' 373440', ' 1', ' 0', ' 71', ' 95']
['2', ' 373440', ' 1', ' 0', ' 67', ' 95']
['2', ' 373440', ' 1', ' 0', ' 64', ' 95']
['2', ' 373440', ' 1', ' 0', ' 59', ' 95']
['2', ' 373440', ' 1', ' 0', ' 52', ' 95']
['2', ' 374400', ' 0', ' 0', ' 71', ' 95']
['2', ' 374400', ' 0', ' 0', ' 67', ' 95']
['2', ' 374400', ' 0', ' 0', ' 64', ' 95']
['2', ' 374400', ' 0', ' 0', ' 59', ' 95']
['2', ' 374400', ' 0', ' 0', ' 52', ' 95']
['2', ' 374400', ' 1', ' 0', ' 71', ' 95']
['2', ' 374400', ' 1', ' 0', ' 67', ' 95']
['2', ' 374400', ' 1', ' 0', ' 64', ' 95']
['2', ' 374400', ' 1', ' 0', ' 59', ' 95']
['2', ' 374400', ' 1', ' 0', ' 52', ' 95']
['2', ' 375360', ' 0', ' 0', ' 71', ' 95']
['2', ' 375360', ' 0', ' 0', ' 67', ' 95']
['2', ' 375360', ' 0', ' 0', ' 64', ' 95']
['2', ' 375360', ' 0', ' 0', ' 59', ' 95']
['2', ' 375360', ' 0', ' 0', ' 52', ' 95']
['2', ' 375360', ' 1', ' 0', ' 71', ' 95']
['2', ' 375360', ' 1', ' 0', ' 67', ' 95']
['2', ' 375360', ' 1', ' 0', ' 64', ' 95']
['2', ' 375360', ' 1', ' 0', ' 59', ' 95']
['2', ' 375360', ' 1', ' 0', ' 52', ' 95']
['2', ' 376320', ' 0', ' 0', ' 71', ' 95']
['2', ' 376320', ' 0', ' 0', ' 67', ' 95']
['2', ' 376320', ' 0', ' 0', ' 64', ' 95']
['2', ' 376320', ' 0', ' 0', ' 59', ' 95']
['2', ' 376320', ' 0', ' 0', ' 52', ' 95']
['2', ' 376320', ' 1', ' 0', ' 71', ' 95']
['2', ' 376320', ' 1', ' 0', ' 67', ' 95']
['2', ' 376320', ' 1', ' 0', ' 64', ' 95']
['2', ' 376320', ' 1', ' 0', ' 59', ' 95']
['2', ' 376320', ' 1', ' 0', ' 52', ' 95']
['2', ' 377280', ' 0', ' 0', ' 71', ' 95']
['2', ' 377280', ' 0', ' 0', ' 67', ' 95']
['2', ' 377280', ' 0', ' 0', ' 64', ' 95']
['2', ' 377280', ' 0', ' 0', ' 59', ' 95']
['2', ' 377280', ' 0', ' 0', ' 52', ' 95']
['2', ' 377280', ' 1', ' 0', ' 71', ' 95']
['2', ' 377280', ' 1', ' 0', ' 67', ' 95']
['2', ' 377280', ' 1', ' 0', ' 64', ' 95']
['2', ' 377280', ' 1', ' 0', ' 59', ' 95']
['2', ' 377280', ' 1', ' 0', ' 52', ' 95']
['2', ' 378240', ' 0', ' 0', ' 71', ' 95']
['2', ' 378240', ' 0', ' 0', ' 67', ' 95']
['2', ' 378240', ' 0', ' 0', ' 64', ' 95']
['2', ' 378240', ' 0', ' 0', ' 59', ' 95']
['2', ' 378240', ' 0', ' 0', ' 52', ' 95']
['2', ' 378240', ' 1', ' 0', ' 71', ' 95']
['2', ' 378240', ' 1', ' 0', ' 67', ' 95']
['2', ' 378240', ' 1', ' 0', ' 64', ' 95']
['2', ' 378240', ' 1', ' 0', ' 59', ' 95']
['2', ' 378240', ' 1', ' 0', ' 52', ' 95']
['2', ' 379200', ' 0', ' 0', ' 71', ' 95']
['2', ' 379200', ' 0', ' 0', ' 67', ' 95']
['2', ' 379200', ' 0', ' 0', ' 64', ' 95']
['2', ' 379200', ' 0', ' 0', ' 59', ' 95']
['2', ' 379200', ' 0', ' 0', ' 52', ' 95']
['2', ' 379200', ' 1', ' 0', ' 71', ' 95']
['2', ' 379200', ' 1', ' 0', ' 67', ' 95']
['2', ' 379200', ' 1', ' 0', ' 64', ' 95']
['2', ' 379200', ' 1', ' 0', ' 59', ' 95']
['2', ' 379200', ' 1', ' 0', ' 52', ' 95']
['2', ' 380160', ' 0', ' 0', ' 71', ' 95']
['2', ' 380160', ' 0', ' 0', ' 67', ' 95']
['2', ' 380160', ' 0', ' 0', ' 64', ' 95']
['2', ' 380160', ' 0', ' 0', ' 59', ' 95']
['2', ' 380160', ' 0', ' 0', ' 52', ' 95']
['2', ' 380160', ' 1', ' 0', ' 71', ' 95']
['2', ' 380160', ' 1', ' 0', ' 67', ' 95']
['2', ' 380160', ' 1', ' 0', ' 64', ' 95']
['2', ' 380160', ' 1', ' 0', ' 59', ' 95']
['2', ' 380160', ' 1', ' 0', ' 52', ' 95']
['2', ' 381120', ' 0', ' 0', ' 71', ' 95']
['2', ' 381120', ' 0', ' 0', ' 67', ' 95']
['2', ' 381120', ' 0', ' 0', ' 64', ' 95']
['2', ' 381120', ' 0', ' 0', ' 59', ' 95']
['2', ' 381120', ' 0', ' 0', ' 52', ' 95']
['2', ' 381120', ' 1', ' 0', ' 71', ' 95']
['2', ' 381120', ' 1', ' 0', ' 67', ' 95']
['2', ' 381120', ' 1', ' 0', ' 64', ' 95']
['2', ' 381120', ' 1', ' 0', ' 59', ' 95']
['2', ' 381120', ' 1', ' 0', ' 52', ' 95']
['2', ' 382080', ' 0', ' 0', ' 71', ' 95']
['2', ' 382080', ' 0', ' 0', ' 67', ' 95']
['2', ' 382080', ' 0', ' 0', ' 64', ' 95']
['2', ' 382080', ' 0', ' 0', ' 59', ' 95']
['2', ' 382080', ' 0', ' 0', ' 52', ' 95']
['2', ' 382080', ' 1', ' 0', ' 71', ' 95']
['2', ' 382080', ' 1', ' 0', ' 67', ' 95']
['2', ' 382080', ' 1', ' 0', ' 64', ' 95']
['2', ' 382080', ' 1', ' 0', ' 59', ' 95']
['2', ' 382080', ' 1', ' 0', ' 52', ' 95']
['2', ' 383040', ' 0', ' 0', ' 71', ' 95']
['2', ' 383040', ' 0', ' 0', ' 67', ' 95']
['2', ' 383040', ' 0', ' 0', ' 64', ' 95']
['2', ' 383040', ' 0', ' 0', ' 59', ' 95']
['2', ' 383040', ' 0', ' 0', ' 52', ' 95']
['2', ' 383040', ' 1', ' 0', ' 71', ' 95']
['2', ' 383040', ' 1', ' 0', ' 67', ' 95']
['2', ' 383040', ' 1', ' 0', ' 64', ' 95']
['2', ' 383040', ' 1', ' 0', ' 59', ' 95']
['2', ' 383040', ' 1', ' 0', ' 52', ' 95']
['2', ' 384000', ' 0', ' 0', ' 71', ' 95']
['2', ' 384000', ' 0', ' 0', ' 67', ' 95']
['2', ' 384000', ' 0', ' 0', ' 64', ' 95']
['2', ' 384000', ' 0', ' 0', ' 59', ' 95']
['2', ' 384000', ' 0', ' 0', ' 52', ' 95']
['2', ' 384000', ' 1', ' 0', ' 71', ' 95']
['2', ' 384000', ' 1', ' 0', ' 67', ' 95']
['2', ' 384000', ' 1', ' 0', ' 64', ' 95']
['2', ' 384000', ' 1', ' 0', ' 59', ' 95']
['2', ' 384000', ' 1', ' 0', ' 52', ' 95']
['2', ' 384960', ' 0', ' 0', ' 71', ' 95']
['2', ' 384960', ' 0', ' 0', ' 67', ' 95']
['2', ' 384960', ' 0', ' 0', ' 64', ' 95']
['2', ' 384960', ' 0', ' 0', ' 59', ' 95']
['2', ' 384960', ' 0', ' 0', ' 52', ' 95']
['2', ' 384960', ' 1', ' 0', ' 71', ' 95']
['2', ' 384960', ' 1', ' 0', ' 67', ' 95']
['2', ' 384960', ' 1', ' 0', ' 64', ' 95']
['2', ' 384960', ' 1', ' 0', ' 59', ' 95']
['2', ' 384960', ' 1', ' 0', ' 52', ' 95']
['2', ' 385920', ' 0', ' 0', ' 71', ' 95']
['2', ' 385920', ' 0', ' 0', ' 67', ' 95']
['2', ' 385920', ' 0', ' 0', ' 64', ' 95']
['2', ' 385920', ' 0', ' 0', ' 59', ' 95']
['2', ' 385920', ' 0', ' 0', ' 52', ' 95']
['2', ' 385920', ' 1', ' 0', ' 71', ' 95']
['2', ' 385920', ' 1', ' 0', ' 67', ' 95']
['2', ' 385920', ' 1', ' 0', ' 64', ' 95']
['2', ' 385920', ' 1', ' 0', ' 59', ' 95']
['2', ' 385920', ' 1', ' 0', ' 52', ' 95']
['2', ' 386880', ' 0', ' 0', ' 71', ' 95']
['2', ' 386880', ' 0', ' 0', ' 67', ' 95']
['2', ' 386880', ' 0', ' 0', ' 64', ' 95']
['2', ' 386880', ' 0', ' 0', ' 59', ' 95']
['2', ' 386880', ' 0', ' 0', ' 52', ' 95']
['2', ' 386880', ' 1', ' 0', ' 71', ' 95']
['2', ' 386880', ' 1', ' 0', ' 67', ' 95']
['2', ' 386880', ' 1', ' 0', ' 64', ' 95']
['2', ' 386880', ' 1', ' 0', ' 59', ' 95']
['2', ' 386880', ' 1', ' 0', ' 52', ' 95']
['2', ' 387840', ' 0', ' 0', ' 71', ' 95']
['2', ' 387840', ' 0', ' 0', ' 67', ' 95']
['2', ' 387840', ' 0', ' 0', ' 64', ' 95']
['2', ' 387840', ' 0', ' 0', ' 59', ' 95']
['2', ' 387840', ' 0', ' 0', ' 52', ' 95']
['2', ' 387840', ' 1', ' 0', ' 71', ' 95']
['2', ' 387840', ' 1', ' 0', ' 67', ' 95']
['2', ' 387840', ' 1', ' 0', ' 64', ' 95']
['2', ' 387840', ' 1', ' 0', ' 59', ' 95']
['2', ' 387840', ' 1', ' 0', ' 52', ' 95']
['2', ' 388800', ' 0', ' 0', ' 71', ' 95']
['2', ' 388800', ' 0', ' 0', ' 67', ' 95']
['2', ' 388800', ' 0', ' 0', ' 64', ' 95']
['2', ' 388800', ' 0', ' 0', ' 59', ' 95']
['2', ' 388800', ' 0', ' 0', ' 52', ' 95']
['2', ' 388800', ' 1', ' 0', ' 71', ' 95']
['2', ' 388800', ' 1', ' 0', ' 67', ' 95']
['2', ' 388800', ' 1', ' 0', ' 64', ' 95']
['2', ' 388800', ' 1', ' 0', ' 59', ' 95']
['2', ' 388800', ' 1', ' 0', ' 52', ' 95']
['2', ' 389760', ' 0', ' 0', ' 71', ' 95']
['2', ' 389760', ' 0', ' 0', ' 67', ' 95']
['2', ' 389760', ' 0', ' 0', ' 64', ' 95']
['2', ' 389760', ' 0', ' 0', ' 59', ' 95']
['2', ' 389760', ' 0', ' 0', ' 52', ' 95']
['2', ' 389760', ' 1', ' 0', ' 71', ' 95']
['2', ' 389760', ' 1', ' 0', ' 67', ' 95']
['2', ' 389760', ' 1', ' 0', ' 64', ' 95']
['2', ' 389760', ' 1', ' 0', ' 59', ' 95']
['2', ' 389760', ' 1', ' 0', ' 52', ' 95']
['2', ' 390720', ' 0', ' 0', ' 71', ' 95']
['2', ' 390720', ' 0', ' 0', ' 67', ' 95']
['2', ' 390720', ' 0', ' 0', ' 64', ' 95']
['2', ' 390720', ' 0', ' 0', ' 59', ' 95']
['2', ' 390720', ' 0', ' 0', ' 52', ' 95']
['2', ' 390720', ' 1', ' 0', ' 71', ' 95']
['2', ' 390720', ' 1', ' 0', ' 67', ' 95']
['2', ' 390720', ' 1', ' 0', ' 64', ' 95']
['2', ' 390720', ' 1', ' 0', ' 59', ' 95']
['2', ' 390720', ' 1', ' 0', ' 52', ' 95']
['2', ' 391680', ' 0', ' 0', ' 71', ' 95']
['2', ' 391680', ' 0', ' 0', ' 67', ' 95']
['2', ' 391680', ' 0', ' 0', ' 64', ' 95']
['2', ' 391680', ' 0', ' 0', ' 59', ' 95']
['2', ' 391680', ' 0', ' 0', ' 52', ' 95']
['2', ' 391680', ' 1', ' 0', ' 71', ' 95']
['2', ' 391680', ' 1', ' 0', ' 67', ' 95']
['2', ' 391680', ' 1', ' 0', ' 64', ' 95']
['2', ' 391680', ' 1', ' 0', ' 59', ' 95']
['2', ' 391680', ' 1', ' 0', ' 52', ' 95']
['2', ' 392640', ' 0', ' 0', ' 71', ' 95']
['2', ' 392640', ' 0', ' 0', ' 67', ' 95']
['2', ' 392640', ' 0', ' 0', ' 64', ' 95']
['2', ' 392640', ' 0', ' 0', ' 59', ' 95']
['2', ' 392640', ' 0', ' 0', ' 52', ' 95']
['2', ' 392640', ' 1', ' 0', ' 71', ' 95']
['2', ' 392640', ' 1', ' 0', ' 67', ' 95']
['2', ' 392640', ' 1', ' 0', ' 64', ' 95']
['2', ' 392640', ' 1', ' 0', ' 59', ' 95']
['2', ' 392640', ' 1', ' 0', ' 52', ' 95']
['2', ' 393600', ' 0', ' 0', ' 71', ' 95']
['2', ' 393600', ' 0', ' 0', ' 67', ' 95']
['2', ' 393600', ' 0', ' 0', ' 64', ' 95']
['2', ' 393600', ' 0', ' 0', ' 59', ' 95']
['2', ' 393600', ' 0', ' 0', ' 52', ' 95']
['2', ' 393600', ' 1', ' 0', ' 71', ' 95']
['2', ' 393600', ' 1', ' 0', ' 67', ' 95']
['2', ' 393600', ' 1', ' 0', ' 64', ' 95']
['2', ' 393600', ' 1', ' 0', ' 59', ' 95']
['2', ' 393600', ' 1', ' 0', ' 52', ' 95']
['2', ' 394560', ' 0', ' 0', ' 71', ' 95']
['2', ' 394560', ' 0', ' 0', ' 67', ' 95']
['2', ' 394560', ' 0', ' 0', ' 64', ' 95']
['2', ' 394560', ' 0', ' 0', ' 59', ' 95']
['2', ' 394560', ' 0', ' 0', ' 52', ' 95']
['2', ' 394560', ' 1', ' 0', ' 71', ' 95']
['2', ' 394560', ' 1', ' 0', ' 67', ' 95']
['2', ' 394560', ' 1', ' 0', ' 64', ' 95']
['2', ' 394560', ' 1', ' 0', ' 59', ' 95']
['2', ' 394560', ' 1', ' 0', ' 52', ' 95']
['2', ' 395520', ' 0', ' 0', ' 71', ' 95']
['2', ' 395520', ' 0', ' 0', ' 67', ' 95']
['2', ' 395520', ' 0', ' 0', ' 64', ' 95']
['2', ' 395520', ' 0', ' 0', ' 59', ' 95']
['2', ' 395520', ' 0', ' 0', ' 52', ' 95']
['2', ' 395520', ' 1', ' 0', ' 71', ' 95']
['2', ' 395520', ' 1', ' 0', ' 67', ' 95']
['2', ' 395520', ' 1', ' 0', ' 64', ' 95']
['2', ' 395520', ' 1', ' 0', ' 59', ' 95']
['2', ' 395520', ' 1', ' 0', ' 52', ' 95']
['2', ' 396480', ' 0', ' 0', ' 71', ' 95']
['2', ' 396480', ' 0', ' 0', ' 67', ' 95']
['2', ' 396480', ' 0', ' 0', ' 64', ' 95']
['2', ' 396480', ' 0', ' 0', ' 59', ' 95']
['2', ' 396480', ' 0', ' 0', ' 52', ' 95']
['2', ' 396480', ' 1', ' 0', ' 71', ' 95']
['2', ' 396480', ' 1', ' 0', ' 67', ' 95']
['2', ' 396480', ' 1', ' 0', ' 64', ' 95']
['2', ' 396480', ' 1', ' 0', ' 59', ' 95']
['2', ' 396480', ' 1', ' 0', ' 52', ' 95']
['2', ' 397440', ' 0', ' 0', ' 71', ' 95']
['2', ' 397440', ' 0', ' 0', ' 67', ' 95']
['2', ' 397440', ' 0', ' 0', ' 64', ' 95']
['2', ' 397440', ' 0', ' 0', ' 59', ' 95']
['2', ' 397440', ' 0', ' 0', ' 52', ' 95']
['2', ' 397440', ' 1', ' 0', ' 71', ' 95']
['2', ' 397440', ' 1', ' 0', ' 67', ' 95']
['2', ' 397440', ' 1', ' 0', ' 64', ' 95']
['2', ' 397440', ' 1', ' 0', ' 59', ' 95']
['2', ' 397440', ' 1', ' 0', ' 52', ' 95']
['2', ' 398400', ' 0', ' 0', ' 71', ' 95']
['2', ' 398400', ' 0', ' 0', ' 67', ' 95']
['2', ' 398400', ' 0', ' 0', ' 64', ' 95']
['2', ' 398400', ' 0', ' 0', ' 59', ' 95']
['2', ' 398400', ' 0', ' 0', ' 52', ' 95']
['2', ' 398400', ' 1', ' 0', ' 71', ' 95']
['2', ' 398400', ' 1', ' 0', ' 67', ' 95']
['2', ' 398400', ' 1', ' 0', ' 64', ' 95']
['2', ' 398400', ' 1', ' 0', ' 59', ' 95']
['2', ' 398400', ' 1', ' 0', ' 52', ' 95']
['2', ' 399360', ' 0', ' 0', ' 71', ' 95']
['2', ' 399360', ' 0', ' 0', ' 67', ' 95']
['2', ' 399360', ' 0', ' 0', ' 64', ' 95']
['2', ' 399360', ' 0', ' 0', ' 59', ' 95']
['2', ' 399360', ' 0', ' 0', ' 52', ' 95']
['2', ' 399360', ' 1', ' 0', ' 71', ' 95']
['2', ' 399360', ' 1', ' 0', ' 67', ' 95']
['2', ' 399360', ' 1', ' 0', ' 64', ' 95']
['2', ' 399360', ' 1', ' 0', ' 59', ' 95']
['2', ' 399360', ' 1', ' 0', ' 52', ' 95']
['2', ' 400320', ' 0', ' 0', ' 71', ' 95']
['2', ' 400320', ' 0', ' 0', ' 67', ' 95']
['2', ' 400320', ' 0', ' 0', ' 64', ' 95']
['2', ' 400320', ' 0', ' 0', ' 59', ' 95']
['2', ' 400320', ' 0', ' 0', ' 52', ' 95']
['2', ' 400320', ' 1', ' 0', ' 71', ' 95']
['2', ' 400320', ' 1', ' 0', ' 67', ' 95']
['2', ' 400320', ' 1', ' 0', ' 64', ' 95']
['2', ' 400320', ' 1', ' 0', ' 59', ' 95']
['2', ' 400320', ' 1', ' 0', ' 52', ' 95']
['2', ' 401280', ' 0', ' 0', ' 71', ' 95']
['2', ' 401280', ' 0', ' 0', ' 67', ' 95']
['2', ' 401280', ' 0', ' 0', ' 64', ' 95']
['2', ' 401280', ' 0', ' 0', ' 59', ' 95']
['2', ' 401280', ' 0', ' 0', ' 52', ' 95']
['2', ' 401280', ' 1', ' 0', ' 71', ' 95']
['2', ' 401280', ' 1', ' 0', ' 67', ' 95']
['2', ' 401280', ' 1', ' 0', ' 64', ' 95']
['2', ' 401280', ' 1', ' 0', ' 59', ' 95']
['2', ' 401280', ' 1', ' 0', ' 52', ' 95']
['2', ' 402240', ' 0', ' 0', ' 71', ' 95']
['2', ' 402240', ' 0', ' 0', ' 67', ' 95']
['2', ' 402240', ' 0', ' 0', ' 64', ' 95']
['2', ' 402240', ' 0', ' 0', ' 59', ' 95']
['2', ' 402240', ' 0', ' 0', ' 52', ' 95']
['2', ' 402240', ' 1', ' 0', ' 71', ' 95']
['2', ' 402240', ' 1', ' 0', ' 67', ' 95']
['2', ' 402240', ' 1', ' 0', ' 64', ' 95']
['2', ' 402240', ' 1', ' 0', ' 59', ' 95']
['2', ' 402240', ' 1', ' 0', ' 52', ' 95']
['2', ' 403200', ' 0', ' 0', ' 71', ' 95']
['2', ' 403200', ' 0', ' 0', ' 67', ' 95']
['2', ' 403200', ' 0', ' 0', ' 64', ' 95']
['2', ' 403200', ' 0', ' 0', ' 59', ' 95']
['2', ' 403200', ' 0', ' 0', ' 52', ' 95']
['2', ' 403200', ' 1', ' 0', ' 71', ' 95']
['2', ' 403200', ' 1', ' 0', ' 67', ' 95']
['2', ' 403200', ' 1', ' 0', ' 64', ' 95']
['2', ' 403200', ' 1', ' 0', ' 59', ' 95']
['2', ' 403200', ' 1', ' 0', ' 52', ' 95']
['2', ' 404160', ' 0', ' 0', ' 71', ' 95']
['2', ' 404160', ' 0', ' 0', ' 67', ' 95']
['2', ' 404160', ' 0', ' 0', ' 64', ' 95']
['2', ' 404160', ' 0', ' 0', ' 59', ' 95']
['2', ' 404160', ' 0', ' 0', ' 52', ' 95']
['2', ' 404160', ' 1', ' 0', ' 71', ' 95']
['2', ' 404160', ' 1', ' 0', ' 67', ' 95']
['2', ' 404160', ' 1', ' 0', ' 64', ' 95']
