['2', ' 0', ' 3', ' 0', ' 0']
['5', ' 21504', ' 1', ' 3', ' 65', ' 79']
['5', ' 22080', ' 0', ' 3', ' 60', ' 64']
['5', ' 22080', ' 0', ' 3', ' 57', ' 64']
['5', ' 22080', ' 0', ' 3', ' 65', ' 64']
['5', ' 22272', ' 1', ' 3', ' 64', ' 79']
['5', ' 22272', ' 1', ' 3', ' 60', ' 79']
['5', ' 22272', ' 1', ' 3', ' 67', ' 79']
['5', ' 22524', ' 0', ' 3', ' 64', ' 64']
['5', ' 22524', ' 0', ' 3', ' 60', ' 64']
['5', ' 22524', ' 0', ' 3', ' 67', ' 64']
['5', ' 23040', ' 1', ' 3', ' 62', ' 79']
['5', ' 23040', ' 1', ' 3', ' 59', ' 79']
['5', ' 23040', ' 1', ' 3', ' 67', ' 79']
['5', ' 23420', ' 0', ' 3', ' 62', ' 64']
['5', ' 23420', ' 0', ' 3', ' 59', ' 64']
['5', ' 23420', ' 0', ' 3', ' 67', ' 64']
['5', ' 23808', ' 1', ' 3', ' 62', ' 79']
['5', ' 23808', ' 1', ' 3', ' 59', ' 79']
['5', ' 23808', ' 1', ' 3', ' 65', ' 79']
['5', ' 24060', ' 0', ' 3', ' 62', ' 64']
['5', ' 24060', ' 0', ' 3', ' 59', ' 64']
['5', ' 24060', ' 0', ' 3', ' 65', ' 64']
['5', ' 24576', ' 1', ' 3', ' 65', ' 79']
['5', ' 24576', ' 1', ' 3', ' 60', ' 79']
['5', ' 24576', ' 1', ' 3', ' 69', ' 79']
['5', ' 25152', ' 0', ' 3', ' 65', ' 64']
['5', ' 25152', ' 0', ' 3', ' 60', ' 64']
['5', ' 25152', ' 0', ' 3', ' 69', ' 64']
['5', ' 25344', ' 1', ' 3', ' 64', ' 79']
['5', ' 25344', ' 1', ' 3', ' 60', ' 79']
['5', ' 25344', ' 1', ' 3', ' 67', ' 79']
['5', ' 25852', ' 0', ' 3', ' 64', ' 64']
['5', ' 25852', ' 0', ' 3', ' 60', ' 64']
['5', ' 25852', ' 0', ' 3', ' 67', ' 64']
['5', ' 26112', ' 1', ' 3', ' 59', ' 79']
['5', ' 26112', ' 1', ' 3', ' 55', ' 79']
['5', ' 26112', ' 1', ' 3', ' 62', ' 79']
['5', ' 26364', ' 0', ' 3', ' 59', ' 64']
['5', ' 26364', ' 0', ' 3', ' 55', ' 64']
['5', ' 26364', ' 0', ' 3', ' 62', ' 64']
['5', ' 26880', ' 1', ' 3', ' 62', ' 79']
['5', ' 26880', ' 1', ' 3', ' 59', ' 79']
['5', ' 26880', ' 1', ' 3', ' 65', ' 79']
['5', ' 27132', ' 0', ' 3', ' 62', ' 64']
['5', ' 27132', ' 0', ' 3', ' 59', ' 64']
['5', ' 27132', ' 0', ' 3', ' 65', ' 64']
['5', ' 27648', ' 1', ' 3', ' 60', ' 79']
['5', ' 27648', ' 1', ' 3', ' 57', ' 79']
['5', ' 27648', ' 1', ' 3', ' 65', ' 79']
['5', ' 28156', ' 0', ' 3', ' 60', ' 64']
['5', ' 28156', ' 0', ' 3', ' 57', ' 64']
['5', ' 28156', ' 0', ' 3', ' 65', ' 64']
['5', ' 28416', ' 1', ' 3', ' 64', ' 79']
['5', ' 28416', ' 1', ' 3', ' 60', ' 79']
['5', ' 28416', ' 1', ' 3', ' 67', ' 79']
['5', ' 28924', ' 0', ' 3', ' 64', ' 64']
['5', ' 28924', ' 0', ' 3', ' 60', ' 64']
['5', ' 28924', ' 0', ' 3', ' 67', ' 64']
['5', ' 29184', ' 1', ' 3', ' 59', ' 79']
['5', ' 29184', ' 1', ' 3', ' 55', ' 79']
['5', ' 29184', ' 1', ' 3', ' 62', ' 79']
['5', ' 29564', ' 0', ' 3', ' 59', ' 64']
['5', ' 29564', ' 0', ' 3', ' 55', ' 64']
['5', ' 29564', ' 0', ' 3', ' 62', ' 64']
['5', ' 29952', ' 1', ' 3', ' 60', ' 79']
['5', ' 29952', ' 1', ' 3', ' 64', ' 79']
['5', ' 30204', ' 0', ' 3', ' 60', ' 64']
['5', ' 30204', ' 0', ' 3', ' 64', ' 64']
['5', ' 30720', ' 1', ' 3', ' 64', ' 79']
['5', ' 30720', ' 1', ' 3', ' 60', ' 79']
['5', ' 30720', ' 1', ' 3', ' 65', ' 79']
['5', ' 31292', ' 0', ' 3', ' 64', ' 64']
['5', ' 31292', ' 0', ' 3', ' 60', ' 64']
['5', ' 31292', ' 0', ' 3', ' 65', ' 64']
['5', ' 31488', ' 1', ' 3', ' 69', ' 79']
['5', ' 31488', ' 1', ' 3', ' 72', ' 79']
['5', ' 31552', ' 0', ' 3', ' 69', ' 64']
['5', ' 31552', ' 0', ' 3', ' 72', ' 64']
['5', ' 32256', ' 1', ' 3', ' 69', ' 79']
['5', ' 32256', ' 1', ' 3', ' 67', ' 79']
['5', ' 32256', ' 1', ' 3', ' 72', ' 79']
['5', ' 32320', ' 0', ' 3', ' 69', ' 64']
['5', ' 32320', ' 0', ' 3', ' 67', ' 64']
['5', ' 32320', ' 0', ' 3', ' 72', ' 64']
['5', ' 32352', ' 1', ' 3', ' 69', ' 79']
['5', ' 32352', ' 1', ' 3', ' 72', ' 79']
['5', ' 32384', ' 0', ' 3', ' 69', ' 64']
['5', ' 32400', ' 1', ' 3', ' 67', ' 79']
['5', ' 32416', ' 0', ' 3', ' 72', ' 64']
['5', ' 32432', ' 0', ' 3', ' 67', ' 64']
['5', ' 32448', ' 1', ' 3', ' 69', ' 79']
['5', ' 32448', ' 1', ' 3', ' 72', ' 79']
['5', ' 32512', ' 0', ' 3', ' 69', ' 64']
['5', ' 32512', ' 0', ' 3', ' 72', ' 64']
['5', ' 32544', ' 1', ' 3', ' 67', ' 79']
['5', ' 32544', ' 1', ' 3', ' 65', ' 79']
['5', ' 32544', ' 1', ' 3', ' 71', ' 79']
['5', ' 32704', ' 0', ' 3', ' 67', ' 64']
['5', ' 32704', ' 0', ' 3', ' 65', ' 64']
['5', ' 32704', ' 0', ' 3', ' 71', ' 64']
['5', ' 32736', ' 1', ' 3', ' 67', ' 79']
['5', ' 32736', ' 1', ' 3', ' 65', ' 79']
['5', ' 32736', ' 1', ' 3', ' 71', ' 79']
['5', ' 32896', ' 0', ' 3', ' 67', ' 64']
['5', ' 32896', ' 0', ' 3', ' 65', ' 64']
['5', ' 32896', ' 0', ' 3', ' 71', ' 64']
['5', ' 32928', ' 1', ' 3', ' 67', ' 79']
['5', ' 32928', ' 1', ' 3', ' 65', ' 79']
['5', ' 32928', ' 1', ' 3', ' 71', ' 79']
['5', ' 32992', ' 0', ' 3', ' 67', ' 64']
['5', ' 32992', ' 0', ' 3', ' 65', ' 64']
['5', ' 32992', ' 0', ' 3', ' 71', ' 64']
['5', ' 33024', ' 1', ' 3', ' 71', ' 79']
['5', ' 33024', ' 1', ' 3', ' 67', ' 79']
['5', ' 33024', ' 1', ' 3', ' 74', ' 79']
['5', ' 33088', ' 0', ' 3', ' 71', ' 64']
['5', ' 33088', ' 0', ' 3', ' 67', ' 64']
['5', ' 33088', ' 0', ' 3', ' 74', ' 64']
['5', ' 33312', ' 1', ' 3', ' 60', ' 79']
['5', ' 33312', ' 1', ' 3', ' 64', ' 79']
['5', ' 33472', ' 0', ' 3', ' 60', ' 64']
['5', ' 33472', ' 0', ' 3', ' 64', ' 64']
['5', ' 33504', ' 1', ' 3', ' 60', ' 79']
['5', ' 33504', ' 1', ' 3', ' 64', ' 79']
['5', ' 33728', ' 0', ' 3', ' 60', ' 64']
['5', ' 33728', ' 0', ' 3', ' 64', ' 64']
['5', ' 33792', ' 1', ' 3', ' 71', ' 79']
['5', ' 33792', ' 1', ' 3', ' 67', ' 79']
['5', ' 33792', ' 1', ' 3', ' 74', ' 79']
['5', ' 33920', ' 0', ' 3', ' 71', ' 64']
['5', ' 33920', ' 0', ' 3', ' 67', ' 64']
['5', ' 33920', ' 0', ' 3', ' 74', ' 64']
['5', ' 34080', ' 1', ' 3', ' 60', ' 79']
['5', ' 34080', ' 1', ' 3', ' 64', ' 79']
['5', ' 34240', ' 0', ' 3', ' 60', ' 64']
['5', ' 34240', ' 0', ' 3', ' 64', ' 64']
['5', ' 34272', ' 1', ' 3', ' 60', ' 79']
['5', ' 34272', ' 1', ' 3', ' 64', ' 79']
['5', ' 34432', ' 0', ' 3', ' 60', ' 64']
['5', ' 34432', ' 0', ' 3', ' 64', ' 64']
['5', ' 34560', ' 1', ' 3', ' 69', ' 79']
['5', ' 34560', ' 1', ' 3', ' 72', ' 79']
['5', ' 34624', ' 0', ' 3', ' 69', ' 64']
['5', ' 34624', ' 0', ' 3', ' 72', ' 64']
['5', ' 35328', ' 1', ' 3', ' 69', ' 79']
['5', ' 35328', ' 1', ' 3', ' 67', ' 79']
['5', ' 35328', ' 1', ' 3', ' 72', ' 79']
['5', ' 35392', ' 0', ' 3', ' 69', ' 64']
['5', ' 35392', ' 0', ' 3', ' 67', ' 64']
['5', ' 35392', ' 0', ' 3', ' 72', ' 64']
['5', ' 35424', ' 1', ' 3', ' 69', ' 79']
['5', ' 35424', ' 1', ' 3', ' 72', ' 79']
['5', ' 35456', ' 0', ' 3', ' 69', ' 64']
['5', ' 35472', ' 1', ' 3', ' 67', ' 79']
['5', ' 35488', ' 0', ' 3', ' 72', ' 64']
['5', ' 35504', ' 0', ' 3', ' 67', ' 64']
['5', ' 35520', ' 1', ' 3', ' 69', ' 79']
['5', ' 35520', ' 1', ' 3', ' 72', ' 79']
['5', ' 35584', ' 0', ' 3', ' 69', ' 64']
['5', ' 35584', ' 0', ' 3', ' 72', ' 64']
['5', ' 35616', ' 1', ' 3', ' 67', ' 79']
['5', ' 35616', ' 1', ' 3', ' 65', ' 79']
['5', ' 35616', ' 1', ' 3', ' 71', ' 79']
['5', ' 35776', ' 0', ' 3', ' 67', ' 64']
['5', ' 35776', ' 0', ' 3', ' 65', ' 64']
['5', ' 35776', ' 0', ' 3', ' 71', ' 64']
['5', ' 35808', ' 1', ' 3', ' 67', ' 79']
['5', ' 35808', ' 1', ' 3', ' 65', ' 79']
['5', ' 35808', ' 1', ' 3', ' 71', ' 79']
['5', ' 35968', ' 0', ' 3', ' 67', ' 64']
['5', ' 35968', ' 0', ' 3', ' 65', ' 64']
['5', ' 35968', ' 0', ' 3', ' 71', ' 64']
['5', ' 36000', ' 1', ' 3', ' 65', ' 79']
['5', ' 36000', ' 1', ' 3', ' 67', ' 79']
['5', ' 36000', ' 1', ' 3', ' 71', ' 79']
['5', ' 36064', ' 0', ' 3', ' 65', ' 64']
['5', ' 36064', ' 0', ' 3', ' 67', ' 64']
['5', ' 36064', ' 0', ' 3', ' 71', ' 64']
['5', ' 36096', ' 1', ' 3', ' 71', ' 79']
['5', ' 36096', ' 1', ' 3', ' 67', ' 79']
['5', ' 36096', ' 1', ' 3', ' 74', ' 79']
['5', ' 36160', ' 0', ' 3', ' 71', ' 64']
['5', ' 36160', ' 0', ' 3', ' 67', ' 64']
['5', ' 36160', ' 0', ' 3', ' 74', ' 64']
['5', ' 36384', ' 1', ' 3', ' 60', ' 79']
['5', ' 36384', ' 1', ' 3', ' 64', ' 79']
['5', ' 36544', ' 0', ' 3', ' 60', ' 64']
['5', ' 36544', ' 0', ' 3', ' 64', ' 64']
['5', ' 36576', ' 1', ' 3', ' 60', ' 79']
['5', ' 36576', ' 1', ' 3', ' 64', ' 79']
['5', ' 36800', ' 0', ' 3', ' 60', ' 64']
['5', ' 36800', ' 0', ' 3', ' 64', ' 64']
['5', ' 36864', ' 1', ' 3', ' 71', ' 79']
['5', ' 36864', ' 1', ' 3', ' 67', ' 79']
['5', ' 36864', ' 1', ' 3', ' 74', ' 79']
['5', ' 36992', ' 0', ' 3', ' 71', ' 64']
['5', ' 36992', ' 0', ' 3', ' 67', ' 64']
['5', ' 36992', ' 0', ' 3', ' 74', ' 64']
['5', ' 37152', ' 1', ' 3', ' 60', ' 79']
['5', ' 37152', ' 1', ' 3', ' 64', ' 79']
['5', ' 37312', ' 0', ' 3', ' 60', ' 64']
['5', ' 37312', ' 0', ' 3', ' 64', ' 64']
['5', ' 37344', ' 1', ' 3', ' 60', ' 79']
['5', ' 37344', ' 1', ' 3', ' 64', ' 79']
['5', ' 37504', ' 0', ' 3', ' 60', ' 64']
['5', ' 37504', ' 0', ' 3', ' 64', ' 64']
['5', ' 37632', ' 1', ' 3', ' 64', ' 79']
['5', ' 37632', ' 1', ' 3', ' 60', ' 79']
['5', ' 37632', ' 1', ' 3', ' 67', ' 79']
['5', ' 38140', ' 0', ' 3', ' 64', ' 64']
['5', ' 38140', ' 0', ' 3', ' 60', ' 64']
['5', ' 38140', ' 0', ' 3', ' 67', ' 64']
['5', ' 39168', ' 1', ' 3', ' 64', ' 79']
['5', ' 39168', ' 1', ' 3', ' 60', ' 79']
['5', ' 39168', ' 1', ' 3', ' 67', ' 79']
['5', ' 39676', ' 0', ' 3', ' 64', ' 64']
['5', ' 39676', ' 0', ' 3', ' 60', ' 64']
['5', ' 39676', ' 0', ' 3', ' 67', ' 64']
['5', ' 40704', ' 1', ' 3', ' 64', ' 79']
['5', ' 40704', ' 1', ' 3', ' 60', ' 79']
['5', ' 40704', ' 1', ' 3', ' 67', ' 79']
['5', ' 41212', ' 0', ' 3', ' 64', ' 64']
['5', ' 41212', ' 0', ' 3', ' 60', ' 64']
['5', ' 41212', ' 0', ' 3', ' 67', ' 64']
['5', ' 42240', ' 1', ' 3', ' 64', ' 79']
['5', ' 42240', ' 1', ' 3', ' 60', ' 79']
['5', ' 42240', ' 1', ' 3', ' 67', ' 79']
['5', ' 42748', ' 0', ' 3', ' 64', ' 64']
['5', ' 42748', ' 0', ' 3', ' 60', ' 64']
['5', ' 42748', ' 0', ' 3', ' 67', ' 64']
['5', ' 43776', ' 1', ' 3', ' 60', ' 79']
['5', ' 43776', ' 1', ' 3', ' 64', ' 79']
['5', ' 44284', ' 0', ' 3', ' 60', ' 64']
['5', ' 44284', ' 0', ' 3', ' 64', ' 64']
['5', ' 45312', ' 1', ' 3', ' 60', ' 79']
['5', ' 45312', ' 1', ' 3', ' 64', ' 79']
['5', ' 45820', ' 0', ' 3', ' 60', ' 64']
['5', ' 45820', ' 0', ' 3', ' 64', ' 64']
['5', ' 46464', ' 1', ' 3', ' 55', ' 79']
['5', ' 46464', ' 1', ' 3', ' 53', ' 79']
['5', ' 46464', ' 1', ' 3', ' 50', ' 79']
['5', ' 46656', ' 0', ' 3', ' 55', ' 64']
['5', ' 46656', ' 0', ' 3', ' 53', ' 64']
['5', ' 46656', ' 0', ' 3', ' 50', ' 64']
['5', ' 46848', ' 1', ' 3', ' 64', ' 79']
['5', ' 46848', ' 1', ' 3', ' 60', ' 79']
['5', ' 46848', ' 1', ' 3', ' 67', ' 79']
['5', ' 47356', ' 0', ' 3', ' 64', ' 64']
['5', ' 47356', ' 0', ' 3', ' 60', ' 64']
['5', ' 47356', ' 0', ' 3', ' 67', ' 64']
['5', ' 48384', ' 1', ' 3', ' 76', ' 79']
['5', ' 48384', ' 1', ' 3', ' 72', ' 79']
['5', ' 48384', ' 1', ' 3', ' 79', ' 79']
['5', ' 48448', ' 0', ' 3', ' 76', ' 64']
['5', ' 48448', ' 0', ' 3', ' 72', ' 64']
['5', ' 48448', ' 0', ' 3', ' 79', ' 64']
['5', ' 48672', ' 1', ' 3', ' 76', ' 79']
['5', ' 48672', ' 1', ' 3', ' 72', ' 79']
['5', ' 48672', ' 1', ' 3', ' 79', ' 79']
['5', ' 48832', ' 0', ' 3', ' 76', ' 64']
['5', ' 48832', ' 0', ' 3', ' 72', ' 64']
['5', ' 48832', ' 0', ' 3', ' 79', ' 64']
['5', ' 48864', ' 1', ' 3', ' 76', ' 79']
['5', ' 48864', ' 1', ' 3', ' 72', ' 79']
['5', ' 48864', ' 1', ' 3', ' 79', ' 79']
['5', ' 49088', ' 0', ' 3', ' 76', ' 64']
['5', ' 49088', ' 0', ' 3', ' 72', ' 64']
['5', ' 49088', ' 0', ' 3', ' 79', ' 64']
['5', ' 49152', ' 1', ' 3', ' 76', ' 79']
['5', ' 49152', ' 1', ' 3', ' 72', ' 79']
['5', ' 49152', ' 1', ' 3', ' 79', ' 79']
['5', ' 49532', ' 0', ' 3', ' 76', ' 64']
['5', ' 49532', ' 0', ' 3', ' 72', ' 64']
['5', ' 49532', ' 0', ' 3', ' 79', ' 64']
['5', ' 49920', ' 1', ' 3', ' 69', ' 79']
['5', ' 49920', ' 1', ' 3', ' 72', ' 79']
['5', ' 49984', ' 0', ' 3', ' 69', ' 64']
['5', ' 49984', ' 0', ' 3', ' 72', ' 64']
['5', ' 50688', ' 1', ' 3', ' 69', ' 79']
['5', ' 50688', ' 1', ' 3', ' 67', ' 79']
['5', ' 50688', ' 1', ' 3', ' 72', ' 79']
['5', ' 50752', ' 0', ' 3', ' 69', ' 64']
['5', ' 50752', ' 0', ' 3', ' 67', ' 64']
['5', ' 50752', ' 0', ' 3', ' 72', ' 64']
['5', ' 50784', ' 1', ' 3', ' 69', ' 79']
['5', ' 50784', ' 1', ' 3', ' 72', ' 79']
['5', ' 50816', ' 0', ' 3', ' 69', ' 64']
['5', ' 50832', ' 1', ' 3', ' 67', ' 79']
['5', ' 50848', ' 0', ' 3', ' 72', ' 64']
['5', ' 50864', ' 0', ' 3', ' 67', ' 64']
['5', ' 50880', ' 1', ' 3', ' 69', ' 79']
['5', ' 50880', ' 1', ' 3', ' 72', ' 79']
['5', ' 50944', ' 0', ' 3', ' 69', ' 64']
['5', ' 50944', ' 0', ' 3', ' 72', ' 64']
['5', ' 50976', ' 1', ' 3', ' 67', ' 79']
['5', ' 50976', ' 1', ' 3', ' 65', ' 79']
['5', ' 50976', ' 1', ' 3', ' 71', ' 79']
['5', ' 51136', ' 0', ' 3', ' 67', ' 64']
['5', ' 51136', ' 0', ' 3', ' 65', ' 64']
['5', ' 51136', ' 0', ' 3', ' 71', ' 64']
['5', ' 51168', ' 1', ' 3', ' 67', ' 79']
['5', ' 51168', ' 1', ' 3', ' 65', ' 79']
['5', ' 51168', ' 1', ' 3', ' 71', ' 79']
['5', ' 51328', ' 0', ' 3', ' 67', ' 64']
['5', ' 51328', ' 0', ' 3', ' 65', ' 64']
['5', ' 51328', ' 0', ' 3', ' 71', ' 64']
['5', ' 51360', ' 1', ' 3', ' 67', ' 79']
['5', ' 51360', ' 1', ' 3', ' 65', ' 79']
['5', ' 51360', ' 1', ' 3', ' 71', ' 79']
['5', ' 51424', ' 0', ' 3', ' 67', ' 64']
['5', ' 51424', ' 0', ' 3', ' 65', ' 64']
['5', ' 51424', ' 0', ' 3', ' 71', ' 64']
['5', ' 51456', ' 1', ' 3', ' 71', ' 79']
['5', ' 51456', ' 1', ' 3', ' 67', ' 79']
['5', ' 51456', ' 1', ' 3', ' 74', ' 79']
['5', ' 51520', ' 0', ' 3', ' 71', ' 64']
['5', ' 51520', ' 0', ' 3', ' 67', ' 64']
['5', ' 51520', ' 0', ' 3', ' 74', ' 64']
['5', ' 51744', ' 1', ' 3', ' 60', ' 79']
['5', ' 51744', ' 1', ' 3', ' 64', ' 79']
['5', ' 51904', ' 0', ' 3', ' 60', ' 64']
['5', ' 51904', ' 0', ' 3', ' 64', ' 64']
['5', ' 51936', ' 1', ' 3', ' 60', ' 79']
['5', ' 51936', ' 1', ' 3', ' 64', ' 79']
['5', ' 52160', ' 0', ' 3', ' 60', ' 64']
['5', ' 52160', ' 0', ' 3', ' 64', ' 64']
['5', ' 52224', ' 1', ' 3', ' 71', ' 79']
['5', ' 52224', ' 1', ' 3', ' 67', ' 79']
['5', ' 52224', ' 1', ' 3', ' 74', ' 79']
['5', ' 52352', ' 0', ' 3', ' 71', ' 64']
['5', ' 52352', ' 0', ' 3', ' 67', ' 64']
['5', ' 52352', ' 0', ' 3', ' 74', ' 64']
['5', ' 52512', ' 1', ' 3', ' 60', ' 79']
['5', ' 52512', ' 1', ' 3', ' 64', ' 79']
['5', ' 52672', ' 0', ' 3', ' 60', ' 64']
['5', ' 52672', ' 0', ' 3', ' 64', ' 64']
['5', ' 52704', ' 1', ' 3', ' 60', ' 79']
['5', ' 52704', ' 1', ' 3', ' 64', ' 79']
['5', ' 52864', ' 0', ' 3', ' 60', ' 64']
['5', ' 52864', ' 0', ' 3', ' 64', ' 64']
['5', ' 52992', ' 1', ' 3', ' 69', ' 79']
['5', ' 52992', ' 1', ' 3', ' 72', ' 79']
['5', ' 53056', ' 0', ' 3', ' 69', ' 64']
['5', ' 53056', ' 0', ' 3', ' 72', ' 64']
['5', ' 53760', ' 1', ' 3', ' 69', ' 79']
['5', ' 53760', ' 1', ' 3', ' 67', ' 79']
['5', ' 53760', ' 1', ' 3', ' 72', ' 79']
['5', ' 53824', ' 0', ' 3', ' 69', ' 64']
['5', ' 53824', ' 0', ' 3', ' 67', ' 64']
['5', ' 53824', ' 0', ' 3', ' 72', ' 64']
['5', ' 53856', ' 1', ' 3', ' 69', ' 79']
['5', ' 53856', ' 1', ' 3', ' 72', ' 79']
['5', ' 53888', ' 0', ' 3', ' 69', ' 64']
['5', ' 53904', ' 1', ' 3', ' 67', ' 79']
['5', ' 53920', ' 0', ' 3', ' 72', ' 64']
['5', ' 53936', ' 0', ' 3', ' 67', ' 64']
['5', ' 53952', ' 1', ' 3', ' 69', ' 79']
['5', ' 53952', ' 1', ' 3', ' 72', ' 79']
['5', ' 54016', ' 0', ' 3', ' 69', ' 64']
['5', ' 54016', ' 0', ' 3', ' 72', ' 64']
['5', ' 54048', ' 1', ' 3', ' 67', ' 79']
['5', ' 54048', ' 1', ' 3', ' 65', ' 79']
['5', ' 54048', ' 1', ' 3', ' 71', ' 79']
['5', ' 54208', ' 0', ' 3', ' 67', ' 64']
['5', ' 54208', ' 0', ' 3', ' 65', ' 64']
['5', ' 54208', ' 0', ' 3', ' 71', ' 64']
['5', ' 54240', ' 1', ' 3', ' 67', ' 79']
['5', ' 54240', ' 1', ' 3', ' 65', ' 79']
['5', ' 54240', ' 1', ' 3', ' 71', ' 79']
['5', ' 54400', ' 0', ' 3', ' 67', ' 64']
['5', ' 54400', ' 0', ' 3', ' 65', ' 64']
['5', ' 54400', ' 0', ' 3', ' 71', ' 64']
['5', ' 54432', ' 1', ' 3', ' 67', ' 79']
['5', ' 54432', ' 1', ' 3', ' 65', ' 79']
['5', ' 54432', ' 1', ' 3', ' 71', ' 79']
['5', ' 54496', ' 0', ' 3', ' 67', ' 64']
['5', ' 54496', ' 0', ' 3', ' 65', ' 64']
['5', ' 54496', ' 0', ' 3', ' 71', ' 64']
['5', ' 54528', ' 1', ' 3', ' 71', ' 79']
['5', ' 54528', ' 1', ' 3', ' 67', ' 79']
['5', ' 54528', ' 1', ' 3', ' 74', ' 79']
['5', ' 54592', ' 0', ' 3', ' 71', ' 64']
['5', ' 54592', ' 0', ' 3', ' 67', ' 64']
['5', ' 54592', ' 0', ' 3', ' 74', ' 64']
['5', ' 54816', ' 1', ' 3', ' 60', ' 79']
['5', ' 54816', ' 1', ' 3', ' 64', ' 79']
['5', ' 54976', ' 0', ' 3', ' 60', ' 64']
['5', ' 54976', ' 0', ' 3', ' 64', ' 64']
['5', ' 55008', ' 1', ' 3', ' 60', ' 79']
['5', ' 55008', ' 1', ' 3', ' 64', ' 79']
['5', ' 55232', ' 0', ' 3', ' 60', ' 64']
['5', ' 55232', ' 0', ' 3', ' 64', ' 64']
['5', ' 55296', ' 1', ' 3', ' 71', ' 79']
['5', ' 55296', ' 1', ' 3', ' 67', ' 79']
['5', ' 55296', ' 1', ' 3', ' 74', ' 79']
['5', ' 55424', ' 0', ' 3', ' 71', ' 64']
['5', ' 55424', ' 0', ' 3', ' 67', ' 64']
['5', ' 55424', ' 0', ' 3', ' 74', ' 64']
['5', ' 55584', ' 1', ' 3', ' 60', ' 79']
['5', ' 55584', ' 1', ' 3', ' 64', ' 79']
['5', ' 55744', ' 0', ' 3', ' 60', ' 64']
['5', ' 55744', ' 0', ' 3', ' 64', ' 64']
['5', ' 55776', ' 1', ' 3', ' 60', ' 79']
['5', ' 55776', ' 1', ' 3', ' 64', ' 79']
['5', ' 55936', ' 0', ' 3', ' 60', ' 64']
['5', ' 55936', ' 0', ' 3', ' 64', ' 64']
['5', ' 56064', ' 1', ' 3', ' 64', ' 79']
['5', ' 56064', ' 1', ' 3', ' 60', ' 79']
['5', ' 56064', ' 1', ' 3', ' 67', ' 79']
['5', ' 56572', ' 0', ' 3', ' 64', ' 64']
['5', ' 56572', ' 0', ' 3', ' 60', ' 64']
['5', ' 56572', ' 0', ' 3', ' 67', ' 64']
['5', ' 56832', ' 1', ' 3', ' 59', ' 79']
['5', ' 56832', ' 1', ' 3', ' 55', ' 79']
['5', ' 56832', ' 1', ' 3', ' 62', ' 79']
['5', ' 57084', ' 0', ' 3', ' 59', ' 64']
['5', ' 57084', ' 0', ' 3', ' 55', ' 64']
['5', ' 57084', ' 0', ' 3', ' 62', ' 64']
['5', ' 57600', ' 1', ' 3', ' 62', ' 79']
['5', ' 57600', ' 1', ' 3', ' 59', ' 79']
['5', ' 57600', ' 1', ' 3', ' 65', ' 79']
['5', ' 57852', ' 0', ' 3', ' 62', ' 64']
['5', ' 57852', ' 0', ' 3', ' 59', ' 64']
['5', ' 57852', ' 0', ' 3', ' 65', ' 64']
['5', ' 58368', ' 1', ' 3', ' 60', ' 79']
['5', ' 58368', ' 1', ' 3', ' 57', ' 79']
['5', ' 58368', ' 1', ' 3', ' 65', ' 79']
['5', ' 58944', ' 0', ' 3', ' 60', ' 64']
['5', ' 58944', ' 0', ' 3', ' 57', ' 64']
['5', ' 58944', ' 0', ' 3', ' 65', ' 64']
['5', ' 59136', ' 1', ' 3', ' 64', ' 79']
['5', ' 59136', ' 1', ' 3', ' 60', ' 79']
['5', ' 59136', ' 1', ' 3', ' 67', ' 79']
['5', ' 59388', ' 0', ' 3', ' 64', ' 64']
['5', ' 59388', ' 0', ' 3', ' 60', ' 64']
['5', ' 59388', ' 0', ' 3', ' 67', ' 64']
['5', ' 59904', ' 1', ' 3', ' 62', ' 79']
['5', ' 59904', ' 1', ' 3', ' 59', ' 79']
['5', ' 59904', ' 1', ' 3', ' 67', ' 79']
['5', ' 60284', ' 0', ' 3', ' 62', ' 64']
['5', ' 60284', ' 0', ' 3', ' 59', ' 64']
['5', ' 60284', ' 0', ' 3', ' 67', ' 64']
['5', ' 60672', ' 1', ' 3', ' 62', ' 79']
['5', ' 60672', ' 1', ' 3', ' 59', ' 79']
['5', ' 60672', ' 1', ' 3', ' 65', ' 79']
['5', ' 60924', ' 0', ' 3', ' 62', ' 64']
['5', ' 60924', ' 0', ' 3', ' 59', ' 64']
['5', ' 60924', ' 0', ' 3', ' 65', ' 64']
['5', ' 61440', ' 1', ' 3', ' 65', ' 79']
['5', ' 61440', ' 1', ' 3', ' 60', ' 79']
['5', ' 61440', ' 1', ' 3', ' 69', ' 79']
['5', ' 62016', ' 0', ' 3', ' 65', ' 64']
['5', ' 62016', ' 0', ' 3', ' 60', ' 64']
['5', ' 62016', ' 0', ' 3', ' 69', ' 64']
['5', ' 62208', ' 1', ' 3', ' 64', ' 79']
['5', ' 62208', ' 1', ' 3', ' 60', ' 79']
['5', ' 62208', ' 1', ' 3', ' 67', ' 79']
['5', ' 62716', ' 0', ' 3', ' 64', ' 64']
['5', ' 62716', ' 0', ' 3', ' 60', ' 64']
['5', ' 62716', ' 0', ' 3', ' 67', ' 64']
['5', ' 62976', ' 1', ' 3', ' 59', ' 79']
['5', ' 62976', ' 1', ' 3', ' 55', ' 79']
['5', ' 62976', ' 1', ' 3', ' 62', ' 79']
['5', ' 63228', ' 0', ' 3', ' 59', ' 64']
['5', ' 63228', ' 0', ' 3', ' 55', ' 64']
