['2', ' 0', ' 3', ' 0', ' 101']
['5', ' 84840', ' 1', ' 3', ' 55', ' 100']
['5', ' 85080', ' 1', ' 3', ' 55', ' 0']
['5', ' 85080', ' 1', ' 3', ' 67', ' 0']
['5', ' 85080', ' 1', ' 3', ' 62', ' 100']
['5', ' 85080', ' 1', ' 3', ' 50', ' 100']
['5', ' 85200', ' 1', ' 3', ' 50', ' 0']
['5', ' 85200', ' 1', ' 3', ' 62', ' 0']
['5', ' 85200', ' 1', ' 3', ' 67', ' 100']
['5', ' 85200', ' 1', ' 3', ' 55', ' 100']
['5', ' 85320', ' 1', ' 3', ' 55', ' 0']
['5', ' 85320', ' 1', ' 3', ' 67', ' 0']
['5', ' 85320', ' 1', ' 3', ' 69', ' 100']
['5', ' 85320', ' 1', ' 3', ' 57', ' 100']
['5', ' 85440', ' 1', ' 3', ' 57', ' 0']
['5', ' 85440', ' 1', ' 3', ' 69', ' 0']
['5', ' 85440', ' 1', ' 3', ' 67', ' 100']
['5', ' 85440', ' 1', ' 3', ' 55', ' 100']
['5', ' 85680', ' 1', ' 3', ' 55', ' 0']
['5', ' 85680', ' 1', ' 3', ' 67', ' 0']
['5', ' 85680', ' 1', ' 3', ' 65', ' 100']
['5', ' 85680', ' 1', ' 3', ' 53', ' 100']
['5', ' 85800', ' 1', ' 3', ' 53', ' 0']
['5', ' 85800', ' 1', ' 3', ' 65', ' 0']
['5', ' 85800', ' 1', ' 3', ' 65', ' 100']
['5', ' 85800', ' 1', ' 3', ' 53', ' 100']
['5', ' 85920', ' 1', ' 3', ' 53', ' 0']
['5', ' 85920', ' 1', ' 3', ' 65', ' 0']
['5', ' 85920', ' 1', ' 3', ' 67', ' 100']
['5', ' 85920', ' 1', ' 3', ' 55', ' 100']
['5', ' 86040', ' 1', ' 3', ' 55', ' 0']
['5', ' 86040', ' 1', ' 3', ' 67', ' 0']
['5', ' 86040', ' 1', ' 3', ' 65', ' 100']
['5', ' 86040', ' 1', ' 3', ' 53', ' 100']
['5', ' 86280', ' 1', ' 3', ' 53', ' 0']
['5', ' 86280', ' 1', ' 3', ' 65', ' 0']
['5', ' 86280', ' 1', ' 3', ' 64', ' 100']
['5', ' 86280', ' 1', ' 3', ' 52', ' 100']
['5', ' 86400', ' 1', ' 3', ' 52', ' 0']
['5', ' 86400', ' 1', ' 3', ' 64', ' 0']
['5', ' 86400', ' 1', ' 3', ' 64', ' 100']
['5', ' 86400', ' 1', ' 3', ' 52', ' 100']
['5', ' 86520', ' 1', ' 3', ' 52', ' 0']
['5', ' 86520', ' 1', ' 3', ' 64', ' 0']
['5', ' 86520', ' 1', ' 3', ' 65', ' 100']
['5', ' 86520', ' 1', ' 3', ' 53', ' 100']
['5', ' 86640', ' 1', ' 3', ' 53', ' 0']
['5', ' 86640', ' 1', ' 3', ' 65', ' 0']
['5', ' 86640', ' 1', ' 3', ' 67', ' 100']
['5', ' 86640', ' 1', ' 3', ' 55', ' 100']
['5', ' 86760', ' 1', ' 3', ' 55', ' 0']
['5', ' 86760', ' 1', ' 3', ' 67', ' 0']
['5', ' 86760', ' 1', ' 3', ' 70', ' 100']
['5', ' 86760', ' 1', ' 3', ' 58', ' 100']
['5', ' 86880', ' 1', ' 3', ' 58', ' 0']
['5', ' 86880', ' 1', ' 3', ' 70', ' 0']
['5', ' 87600', ' 1', ' 3', ' 67', ' 100']
['5', ' 87600', ' 1', ' 3', ' 55', ' 100']
['5', ' 87720', ' 1', ' 3', ' 55', ' 0']
['5', ' 87720', ' 1', ' 3', ' 67', ' 0']
['5', ' 87720', ' 1', ' 3', ' 70', ' 100']
['5', ' 87720', ' 1', ' 3', ' 58', ' 100']
['5', ' 87840', ' 1', ' 3', ' 58', ' 0']
['5', ' 87840', ' 1', ' 3', ' 70', ' 0']
['5', ' 87840', ' 1', ' 3', ' 69', ' 100']
['5', ' 87840', ' 1', ' 3', ' 57', ' 100']
['5', ' 88080', ' 1', ' 3', ' 57', ' 0']
['5', ' 88080', ' 1', ' 3', ' 69', ' 0']
['5', ' 88080', ' 1', ' 3', ' 64', ' 100']
['5', ' 88080', ' 1', ' 3', ' 52', ' 100']
['5', ' 88200', ' 1', ' 3', ' 52', ' 0']
['5', ' 88200', ' 1', ' 3', ' 64', ' 0']
['5', ' 88200', ' 1', ' 3', ' 67', ' 100']
['5', ' 88200', ' 1', ' 3', ' 55', ' 100']
['5', ' 88320', ' 1', ' 3', ' 55', ' 0']
['5', ' 88320', ' 1', ' 3', ' 67', ' 0']
['5', ' 88320', ' 1', ' 3', ' 69', ' 100']
['5', ' 88320', ' 1', ' 3', ' 57', ' 100']
['5', ' 88440', ' 1', ' 3', ' 57', ' 0']
['5', ' 88440', ' 1', ' 3', ' 69', ' 0']
['5', ' 88440', ' 1', ' 3', ' 67', ' 100']
['5', ' 88440', ' 1', ' 3', ' 55', ' 100']
['5', ' 88680', ' 1', ' 3', ' 55', ' 0']
['5', ' 88680', ' 1', ' 3', ' 67', ' 0']
['5', ' 88680', ' 1', ' 3', ' 64', ' 100']
['5', ' 88680', ' 1', ' 3', ' 52', ' 100']
['5', ' 88800', ' 1', ' 3', ' 52', ' 0']
['5', ' 88800', ' 1', ' 3', ' 64', ' 0']
['5', ' 88800', ' 1', ' 3', ' 67', ' 100']
['5', ' 88800', ' 1', ' 3', ' 55', ' 100']
['5', ' 88920', ' 1', ' 3', ' 55', ' 0']
['5', ' 88920', ' 1', ' 3', ' 67', ' 0']
['5', ' 88920', ' 1', ' 3', ' 69', ' 100']
['5', ' 88920', ' 1', ' 3', ' 57', ' 100']
['5', ' 89040', ' 1', ' 3', ' 57', ' 0']
['5', ' 89040', ' 1', ' 3', ' 69', ' 0']
['5', ' 89040', ' 1', ' 3', ' 67', ' 100']
['5', ' 89040', ' 1', ' 3', ' 55', ' 100']
['5', ' 89280', ' 1', ' 3', ' 55', ' 0']
['5', ' 89280', ' 1', ' 3', ' 67', ' 0']
['5', ' 89280', ' 1', ' 3', ' 65', ' 100']
['5', ' 89280', ' 1', ' 3', ' 53', ' 100']
['5', ' 89400', ' 1', ' 3', ' 53', ' 0']
['5', ' 89400', ' 1', ' 3', ' 65', ' 0']
['5', ' 89400', ' 1', ' 3', ' 65', ' 100']
['5', ' 89400', ' 1', ' 3', ' 53', ' 100']
['5', ' 89520', ' 1', ' 3', ' 53', ' 0']
['5', ' 89520', ' 1', ' 3', ' 65', ' 0']
['5', ' 89520', ' 1', ' 3', ' 67', ' 100']
['5', ' 89520', ' 1', ' 3', ' 55', ' 100']
['5', ' 89640', ' 1', ' 3', ' 55', ' 0']
['5', ' 89640', ' 1', ' 3', ' 67', ' 0']
['5', ' 89640', ' 1', ' 3', ' 65', ' 100']
['5', ' 89640', ' 1', ' 3', ' 53', ' 100']
['5', ' 89880', ' 1', ' 3', ' 53', ' 0']
['5', ' 89880', ' 1', ' 3', ' 65', ' 0']
['5', ' 89880', ' 1', ' 3', ' 64', ' 100']
['5', ' 89880', ' 1', ' 3', ' 52', ' 100']
['5', ' 90000', ' 1', ' 3', ' 52', ' 0']
['5', ' 90000', ' 1', ' 3', ' 64', ' 0']
['5', ' 90000', ' 1', ' 3', ' 64', ' 100']
['5', ' 90000', ' 1', ' 3', ' 52', ' 100']
['5', ' 90120', ' 1', ' 3', ' 52', ' 0']
['5', ' 90120', ' 1', ' 3', ' 64', ' 0']
['5', ' 90120', ' 1', ' 3', ' 65', ' 100']
['5', ' 90120', ' 1', ' 3', ' 53', ' 100']
['5', ' 90240', ' 1', ' 3', ' 53', ' 0']
['5', ' 90240', ' 1', ' 3', ' 65', ' 0']
['5', ' 90240', ' 1', ' 3', ' 67', ' 100']
['5', ' 90240', ' 1', ' 3', ' 55', ' 100']
['5', ' 90480', ' 1', ' 3', ' 55', ' 0']
['5', ' 90480', ' 1', ' 3', ' 67', ' 0']
['5', ' 90480', ' 1', ' 3', ' 64', ' 100']
['5', ' 90480', ' 1', ' 3', ' 52', ' 100']
['5', ' 90600', ' 1', ' 3', ' 52', ' 0']
['5', ' 90600', ' 1', ' 3', ' 64', ' 0']
['5', ' 91200', ' 1', ' 3', ' 64', ' 100']
['5', ' 91200', ' 1', ' 3', ' 52', ' 100']
['5', ' 91320', ' 1', ' 3', ' 52', ' 0']
['5', ' 91320', ' 1', ' 3', ' 64', ' 0']
['5', ' 91320', ' 1', ' 3', ' 65', ' 100']
['5', ' 91320', ' 1', ' 3', ' 53', ' 100']
['5', ' 91440', ' 1', ' 3', ' 53', ' 0']
['5', ' 91440', ' 1', ' 3', ' 65', ' 0']
['5', ' 91440', ' 1', ' 3', ' 67', ' 100']
['5', ' 91440', ' 1', ' 3', ' 55', ' 100']
['5', ' 91680', ' 1', ' 3', ' 55', ' 0']
['5', ' 91680', ' 1', ' 3', ' 67', ' 0']
['5', ' 91680', ' 1', ' 3', ' 64', ' 100']
['5', ' 91680', ' 1', ' 3', ' 52', ' 100']
['5', ' 91800', ' 1', ' 3', ' 52', ' 0']
['5', ' 91800', ' 1', ' 3', ' 64', ' 0']
['5', ' 92400', ' 1', ' 3', ' 64', ' 100']
['5', ' 92400', ' 1', ' 3', ' 52', ' 100']
['5', ' 92520', ' 1', ' 3', ' 52', ' 0']
['5', ' 92520', ' 1', ' 3', ' 64', ' 0']
['5', ' 92520', ' 1', ' 3', ' 65', ' 100']
['5', ' 92520', ' 1', ' 3', ' 53', ' 100']
['5', ' 92640', ' 1', ' 3', ' 53', ' 0']
['5', ' 92640', ' 1', ' 3', ' 65', ' 0']
['5', ' 92640', ' 1', ' 3', ' 67', ' 100']
['5', ' 92640', ' 1', ' 3', ' 55', ' 100']
['5', ' 92880', ' 1', ' 3', ' 55', ' 0']
['5', ' 92880', ' 1', ' 3', ' 67', ' 0']
['5', ' 92880', ' 1', ' 3', ' 70', ' 100']
['5', ' 92880', ' 1', ' 3', ' 58', ' 100']
['5', ' 93000', ' 1', ' 3', ' 58', ' 0']
['5', ' 93000', ' 1', ' 3', ' 70', ' 0']
['5', ' 93000', ' 1', ' 3', ' 72', ' 100']
['5', ' 93000', ' 1', ' 3', ' 60', ' 100']
['5', ' 93120', ' 1', ' 3', ' 60', ' 0']
['5', ' 93120', ' 1', ' 3', ' 72', ' 0']
['5', ' 93120', ' 1', ' 3', ' 70', ' 100']
['5', ' 93120', ' 1', ' 3', ' 58', ' 100']
['5', ' 93240', ' 1', ' 3', ' 58', ' 0']
['5', ' 93240', ' 1', ' 3', ' 70', ' 0']
['5', ' 93240', ' 1', ' 3', ' 72', ' 100']
['5', ' 93240', ' 1', ' 3', ' 60', ' 100']
['5', ' 93480', ' 1', ' 3', ' 60', ' 0']
['5', ' 93480', ' 1', ' 3', ' 72', ' 0']
['5', ' 93480', ' 1', ' 3', ' 72', ' 100']
['5', ' 93480', ' 1', ' 3', ' 60', ' 100']
['5', ' 93600', ' 1', ' 3', ' 60', ' 0']
['5', ' 93600', ' 1', ' 3', ' 72', ' 0']
['5', ' 93600', ' 1', ' 3', ' 67', ' 100']
['5', ' 93600', ' 1', ' 3', ' 55', ' 100']
['5', ' 93720', ' 1', ' 3', ' 55', ' 0']
['5', ' 93720', ' 1', ' 3', ' 67', ' 0']
['5', ' 93720', ' 1', ' 3', ' 70', ' 100']
['5', ' 93720', ' 1', ' 3', ' 58', ' 100']
['5', ' 93840', ' 1', ' 3', ' 58', ' 0']
['5', ' 93840', ' 1', ' 3', ' 70', ' 0']
['5', ' 93840', ' 1', ' 3', ' 72', ' 100']
['5', ' 93840', ' 1', ' 3', ' 60', ' 100']
['5', ' 94080', ' 1', ' 3', ' 60', ' 0']
['5', ' 94080', ' 1', ' 3', ' 72', ' 0']
['5', ' 94080', ' 1', ' 3', ' 75', ' 100']
['5', ' 94080', ' 1', ' 3', ' 63', ' 100']
['5', ' 94200', ' 1', ' 3', ' 63', ' 0']
['5', ' 94200', ' 1', ' 3', ' 75', ' 0']
['5', ' 94200', ' 1', ' 3', ' 77', ' 100']
['5', ' 94200', ' 1', ' 3', ' 65', ' 100']
['5', ' 94320', ' 1', ' 3', ' 65', ' 0']
['5', ' 94320', ' 1', ' 3', ' 77', ' 0']
['5', ' 94320', ' 1', ' 3', ' 75', ' 100']
['5', ' 94320', ' 1', ' 3', ' 63', ' 100']
['5', ' 94440', ' 1', ' 3', ' 63', ' 0']
['5', ' 94440', ' 1', ' 3', ' 75', ' 0']
['5', ' 94440', ' 1', ' 3', ' 77', ' 100']
['5', ' 94440', ' 1', ' 3', ' 65', ' 100']
['5', ' 94680', ' 1', ' 3', ' 65', ' 0']
['5', ' 94680', ' 1', ' 3', ' 77', ' 0']
['5', ' 94680', ' 1', ' 3', ' 77', ' 100']
['5', ' 94680', ' 1', ' 3', ' 65', ' 100']
['5', ' 94800', ' 1', ' 3', ' 65', ' 0']
['5', ' 94800', ' 1', ' 3', ' 77', ' 0']
['5', ' 94800', ' 1', ' 3', ' 77', ' 100']
['5', ' 94800', ' 1', ' 3', ' 65', ' 100']
['5', ' 94920', ' 1', ' 3', ' 65', ' 0']
['5', ' 94920', ' 1', ' 3', ' 77', ' 0']
['5', ' 94920', ' 1', ' 3', ' 75', ' 100']
['5', ' 94920', ' 1', ' 3', ' 63', ' 100']
['5', ' 95040', ' 1', ' 3', ' 63', ' 0']
['5', ' 95040', ' 1', ' 3', ' 75', ' 0']
['5', ' 95040', ' 1', ' 3', ' 67', ' 100']
['5', ' 95040', ' 1', ' 3', ' 55', ' 100']
['5', ' 95160', ' 1', ' 3', ' 55', ' 0']
['5', ' 95160', ' 1', ' 3', ' 67', ' 0']
['5', ' 95160', ' 1', ' 3', ' 70', ' 100']
['5', ' 95160', ' 1', ' 3', ' 58', ' 100']
['5', ' 95280', ' 1', ' 3', ' 58', ' 0']
['5', ' 95280', ' 1', ' 3', ' 70', ' 0']
['5', ' 95280', ' 1', ' 3', ' 72', ' 100']
['5', ' 95280', ' 1', ' 3', ' 60', ' 100']
['5', ' 95400', ' 1', ' 3', ' 60', ' 0']
['5', ' 95400', ' 1', ' 3', ' 72', ' 0']
['5', ' 95400', ' 1', ' 3', ' 75', ' 100']
['5', ' 95400', ' 1', ' 3', ' 63', ' 100']
['5', ' 95520', ' 1', ' 3', ' 63', ' 0']
['5', ' 95520', ' 1', ' 3', ' 75', ' 0']
['5', ' 95520', ' 1', ' 3', ' 72', ' 100']
['5', ' 95520', ' 1', ' 3', ' 60', ' 100']
['5', ' 95640', ' 1', ' 3', ' 60', ' 0']
['5', ' 95640', ' 1', ' 3', ' 72', ' 0']
['5', ' 95640', ' 1', ' 3', ' 65', ' 100']
['5', ' 95640', ' 1', ' 3', ' 53', ' 100']
['5', ' 95760', ' 1', ' 3', ' 53', ' 0']
['5', ' 95760', ' 1', ' 3', ' 65', ' 0']
['5', ' 95760', ' 1', ' 3', ' 67', ' 100']
['5', ' 95760', ' 1', ' 3', ' 55', ' 100']
['5', ' 95880', ' 1', ' 3', ' 55', ' 0']
['5', ' 95880', ' 1', ' 3', ' 67', ' 0']
['5', ' 95880', ' 1', ' 3', ' 70', ' 100']
['5', ' 95880', ' 1', ' 3', ' 58', ' 100']
['5', ' 96120', ' 1', ' 3', ' 58', ' 0']
['5', ' 96120', ' 1', ' 3', ' 70', ' 0']
['5', ' 96120', ' 1', ' 3', ' 67', ' 100']
['5', ' 96120', ' 1', ' 3', ' 55', ' 100']
['5', ' 96240', ' 1', ' 3', ' 55', ' 0']
['5', ' 96240', ' 1', ' 3', ' 67', ' 0']
['5', ' 96240', ' 1', ' 3', ' 65', ' 100']
['5', ' 96240', ' 1', ' 3', ' 53', ' 100']
['5', ' 96360', ' 1', ' 3', ' 53', ' 0']
['5', ' 96360', ' 1', ' 3', ' 65', ' 0']
['5', ' 96360', ' 1', ' 3', ' 77', ' 100']
['5', ' 96360', ' 1', ' 3', ' 65', ' 100']
['5', ' 96480', ' 1', ' 3', ' 65', ' 0']
['5', ' 96480', ' 1', ' 3', ' 77', ' 0']
['5', ' 96480', ' 1', ' 3', ' 75', ' 100']
['5', ' 96480', ' 1', ' 3', ' 63', ' 100']
['5', ' 96600', ' 1', ' 3', ' 63', ' 0']
['5', ' 96600', ' 1', ' 3', ' 75', ' 0']
['5', ' 96600', ' 1', ' 3', ' 72', ' 100']
['5', ' 96600', ' 1', ' 3', ' 60', ' 100']
['5', ' 96720', ' 1', ' 3', ' 60', ' 0']
['5', ' 96720', ' 1', ' 3', ' 72', ' 0']
['5', ' 96720', ' 1', ' 3', ' 70', ' 100']
['5', ' 96720', ' 1', ' 3', ' 58', ' 100']
['5', ' 96840', ' 1', ' 3', ' 58', ' 0']
['5', ' 96840', ' 1', ' 3', ' 70', ' 0']
['5', ' 96840', ' 1', ' 3', ' 67', ' 100']
['5', ' 96840', ' 1', ' 3', ' 55', ' 100']
['5', ' 96960', ' 1', ' 3', ' 55', ' 0']
['5', ' 96960', ' 1', ' 3', ' 67', ' 0']
['5', ' 96960', ' 1', ' 3', ' 65', ' 100']
['5', ' 96960', ' 1', ' 3', ' 53', ' 100']
['5', ' 97080', ' 1', ' 3', ' 53', ' 0']
['5', ' 97080', ' 1', ' 3', ' 65', ' 0']
['5', ' 97080', ' 1', ' 3', ' 64', ' 100']
['5', ' 97080', ' 1', ' 3', ' 52', ' 100']
['5', ' 97200', ' 1', ' 3', ' 52', ' 0']
['5', ' 97200', ' 1', ' 3', ' 64', ' 0']
['5', ' 101320', ' 1', ' 3', ' 60', ' 100']
['5', ' 101380', ' 1', ' 3', ' 60', ' 0']
['5', ' 101410', ' 1', ' 3', ' 58', ' 100']
['5', ' 101458', ' 1', ' 3', ' 55', ' 100']
['5', ' 101470', ' 1', ' 3', ' 58', ' 0']
['5', ' 101518', ' 1', ' 3', ' 55', ' 0']
['5', ' 101518', ' 1', ' 3', ' 58', ' 100']
['5', ' 101578', ' 1', ' 3', ' 58', ' 0']
['5', ' 101578', ' 1', ' 3', ' 55', ' 100']
['5', ' 101638', ' 1', ' 3', ' 55', ' 0']
['5', ' 101640', ' 1', ' 3', ' 53', ' 100']
['5', ' 101700', ' 1', ' 3', ' 53', ' 0']
['5', ' 101702', ' 1', ' 3', ' 52', ' 100']
['5', ' 101752', ' 1', ' 3', ' 48', ' 100']
['5', ' 101762', ' 1', ' 3', ' 52', ' 0']
['5', ' 101812', ' 1', ' 3', ' 48', ' 0']
['5', ' 101812', ' 1', ' 3', ' 52', ' 100']
['5', ' 101872', ' 1', ' 3', ' 52', ' 0']
['5', ' 101878', ' 1', ' 3', ' 53', ' 100']
['5', ' 101938', ' 1', ' 3', ' 53', ' 0']
['5', ' 101946', ' 1', ' 3', ' 52', ' 100']
['5', ' 101994', ' 1', ' 3', ' 48', ' 100']
['5', ' 102006', ' 1', ' 3', ' 52', ' 0']
['5', ' 102054', ' 1', ' 3', ' 48', ' 0']
['5', ' 102054', ' 1', ' 3', ' 46', ' 100']
['5', ' 102114', ' 1', ' 3', ' 46', ' 0']
['5', ' 102118', ' 1', ' 3', ' 43', ' 100']
['5', ' 102178', ' 1', ' 3', ' 43', ' 0']
['5', ' 102180', ' 1', ' 3', ' 46', ' 100']
['5', ' 102240', ' 1', ' 3', ' 46', ' 0']
['5', ' 102240', ' 1', ' 3', ' 48', ' 100']
['5', ' 103200', ' 1', ' 3', ' 48', ' 0']
['5', ' 106800', ' 1', ' 3', ' 48', ' 100']
['5', ' 106800', ' 1', ' 3', ' 60', ' 100']
['5', ' 106920', ' 1', ' 3', ' 60', ' 0']
['5', ' 106920', ' 1', ' 3', ' 48', ' 0']
['5', ' 106920', ' 1', ' 3', ' 50', ' 100']
['5', ' 106920', ' 1', ' 3', ' 62', ' 100']
['5', ' 107040', ' 1', ' 3', ' 62', ' 0']
['5', ' 107040', ' 1', ' 3', ' 50', ' 0']
['5', ' 107040', ' 1', ' 3', ' 52', ' 100']
['5', ' 107040', ' 1', ' 3', ' 64', ' 100']
['5', ' 107160', ' 1', ' 3', ' 64', ' 0']
['5', ' 107160', ' 1', ' 3', ' 52', ' 0']
['5', ' 107160', ' 1', ' 3', ' 65', ' 100']
['5', ' 107160', ' 1', ' 3', ' 53', ' 100']
['5', ' 107280', ' 1', ' 3', ' 53', ' 0']
['5', ' 107280', ' 1', ' 3', ' 65', ' 0']
['5', ' 107280', ' 1', ' 3', ' 55', ' 100']
['5', ' 107280', ' 1', ' 3', ' 67', ' 100']
['5', ' 110640', ' 1', ' 3', ' 67', ' 0']
['5', ' 110640', ' 1', ' 3', ' 55', ' 0']
['5', ' 110640', ' 1', ' 3', ' 57', ' 100']
['5', ' 110640', ' 1', ' 3', ' 69', ' 100']
['5', ' 110880', ' 1', ' 3', ' 69', ' 0']
['5', ' 110880', ' 1', ' 3', ' 57', ' 0']
['5', ' 110880', ' 1', ' 3', ' 55', ' 100']
['5', ' 110880', ' 1', ' 3', ' 67', ' 100']
['5', ' 111120', ' 1', ' 3', ' 67', ' 0']
['5', ' 111120', ' 1', ' 3', ' 55', ' 0']
['5', ' 111120', ' 1', ' 3', ' 53', ' 100']
['5', ' 111120', ' 1', ' 3', ' 65', ' 100']
['5', ' 111360', ' 1', ' 3', ' 65', ' 0']
['5', ' 111360', ' 1', ' 3', ' 53', ' 0']
['5', ' 111360', ' 1', ' 3', ' 55', ' 100']
['5', ' 111360', ' 1', ' 3', ' 67', ' 100']
['5', ' 111600', ' 1', ' 3', ' 67', ' 0']
['5', ' 111600', ' 1', ' 3', ' 55', ' 0']
['5', ' 111600', ' 1', ' 3', ' 48', ' 100']
['5', ' 111600', ' 1', ' 3', ' 64', ' 100']
['5', ' 112560', ' 1', ' 3', ' 64', ' 0']
['5', ' 112560', ' 1', ' 3', ' 48', ' 0']
['5', ' 112560', ' 1', ' 3', ' 48', ' 100']
['5', ' 112560', ' 1', ' 3', ' 60', ' 100']
['5', ' 112680', ' 1', ' 3', ' 60', ' 0']
['5', ' 112680', ' 1', ' 3', ' 48', ' 0']
['5', ' 112680', ' 1', ' 3', ' 50', ' 100']
['5', ' 112680', ' 1', ' 3', ' 62', ' 100']
['5', ' 112800', ' 1', ' 3', ' 62', ' 0']
['5', ' 112800', ' 1', ' 3', ' 50', ' 0']
['5', ' 112800', ' 1', ' 3', ' 52', ' 100']
['5', ' 112800', ' 1', ' 3', ' 64', ' 100']
['5', ' 112920', ' 1', ' 3', ' 64', ' 0']
['5', ' 112920', ' 1', ' 3', ' 52', ' 0']
['5', ' 112920', ' 1', ' 3', ' 65', ' 100']
['5', ' 112920', ' 1', ' 3', ' 53', ' 100']
['5', ' 113040', ' 1', ' 3', ' 53', ' 0']
['5', ' 113040', ' 1', ' 3', ' 65', ' 0']
['5', ' 113040', ' 1', ' 3', ' 55', ' 100']
['5', ' 113040', ' 1', ' 3', ' 67', ' 100']
['5', ' 116400', ' 1', ' 3', ' 67', ' 0']
['5', ' 116400', ' 1', ' 3', ' 55', ' 0']
['5', ' 116400', ' 1', ' 3', ' 57', ' 100']
['5', ' 116400', ' 1', ' 3', ' 69', ' 100']
['5', ' 116640', ' 1', ' 3', ' 69', ' 0']
['5', ' 116640', ' 1', ' 3', ' 57', ' 0']
['5', ' 116640', ' 1', ' 3', ' 55', ' 100']
['5', ' 116640', ' 1', ' 3', ' 67', ' 100']
['5', ' 116880', ' 1', ' 3', ' 67', ' 0']
['5', ' 116880', ' 1', ' 3', ' 55', ' 0']
['5', ' 116880', ' 1', ' 3', ' 53', ' 100']
['5', ' 116880', ' 1', ' 3', ' 65', ' 100']
['5', ' 117120', ' 1', ' 3', ' 65', ' 0']
['5', ' 117120', ' 1', ' 3', ' 53', ' 0']
['5', ' 117120', ' 1', ' 3', ' 55', ' 100']
['5', ' 117120', ' 1', ' 3', ' 67', ' 100']
['5', ' 117360', ' 1', ' 3', ' 67', ' 0']
['5', ' 117360', ' 1', ' 3', ' 55', ' 0']
['5', ' 117360', ' 1', ' 3', ' 48', ' 100']
['5', ' 117360', ' 1', ' 3', ' 64', ' 100']
['5', ' 118320', ' 1', ' 3', ' 64', ' 0']
['5', ' 118320', ' 1', ' 3', ' 48', ' 0']
['5', ' 118792', ' 1', ' 3', ' 52', ' 100']
['5', ' 118800', ' 1', ' 3', ' 64', ' 100']
['5', ' 119032', ' 1', ' 3', ' 52', ' 0']
['5', ' 119036', ' 1', ' 3', ' 53', ' 100']
['5', ' 119040', ' 1', ' 3', ' 64', ' 0']
['5', ' 119040', ' 1', ' 3', ' 65', ' 100']
['5', ' 119276', ' 1', ' 3', ' 53', ' 0']
['5', ' 119280', ' 1', ' 3', ' 65', ' 0']
['5', ' 119280', ' 1', ' 3', ' 55', ' 100']
['5', ' 119280', ' 1', ' 3', ' 67', ' 100']
['5', ' 119752', ' 1', ' 3', ' 52', ' 100']
['5', ' 119760', ' 1', ' 3', ' 67', ' 0']
['5', ' 119760', ' 1', ' 3', ' 55', ' 0']
['5', ' 119760', ' 1', ' 3', ' 64', ' 100']
['5', ' 120232', ' 1', ' 3', ' 52', ' 0']
['5', ' 120240', ' 1', ' 3', ' 64', ' 0']
['5', ' 120712', ' 1', ' 3', ' 64', ' 100']
['5', ' 120716', ' 1', ' 3', ' 52', ' 100']
['5', ' 120946', ' 1', ' 3', ' 65', ' 100']
['5', ' 120952', ' 1', ' 3', ' 64', ' 0']
['5', ' 120956', ' 1', ' 3', ' 52', ' 0']
['5', ' 120960', ' 1', ' 3', ' 53', ' 100']
['5', ' 121186', ' 1', ' 3', ' 65', ' 0']
['5', ' 121200', ' 1', ' 3', ' 53', ' 0']
['5', ' 121200', ' 1', ' 3', ' 57', ' 100']
['5', ' 121200', ' 1', ' 3', ' 69', ' 100']
['5', ' 121320', ' 1', ' 3', ' 69', ' 0']
['5', ' 121320', ' 1', ' 3', ' 57', ' 0']
['5', ' 121328', ' 1', ' 3', ' 55', ' 100']
['5', ' 121334', ' 1', ' 3', ' 67', ' 100']
['5', ' 121432', ' 1', ' 3', ' 57', ' 100']
['5', ' 121448', ' 1', ' 3', ' 55', ' 0']
['5', ' 121448', ' 1', ' 3', ' 69', ' 100']
['5', ' 121454', ' 1', ' 3', ' 67', ' 0']
['5', ' 122152', ' 1', ' 3', ' 57', ' 0']
['5', ' 122168', ' 1', ' 3', ' 69', ' 0']
['5', ' 123586', ' 1', ' 3', ' 55', ' 100']
['5', ' 123592', ' 1', ' 3', ' 67', ' 100']
['5', ' 123826', ' 1', ' 3', ' 55', ' 0']
['5', ' 123826', ' 1', ' 3', ' 58', ' 100']
['5', ' 123832', ' 1', ' 3', ' 67', ' 0']
['5', ' 123852', ' 1', ' 3', ' 70', ' 100']
['5', ' 124066', ' 1', ' 3', ' 58', ' 0']
['5', ' 124080', ' 1', ' 3', ' 60', ' 100']
['5', ' 124080', ' 1', ' 3', ' 72', ' 100']
['5', ' 124092', ' 1', ' 3', ' 70', ' 0']
['5', ' 124294', ' 1', ' 3', ' 75', ' 100']
['5', ' 124312', ' 1', ' 3', ' 63', ' 100']
['5', ' 124320', ' 1', ' 3', ' 72', ' 0']
['5', ' 124320', ' 1', ' 3', ' 60', ' 0']
['5', ' 124534', ' 1', ' 3', ' 75', ' 0']
['5', ' 124538', ' 1', ' 3', ' 65', ' 100']
['5', ' 124548', ' 1', ' 3', ' 77', ' 100']
['5', ' 124552', ' 1', ' 3', ' 63', ' 0']
['5', ' 124898', ' 1', ' 3', ' 65', ' 0']
['5', ' 124908', ' 1', ' 3', ' 77', ' 0']
['5', ' 124920', ' 1', ' 3', ' 75', ' 100']
['5', ' 124926', ' 1', ' 3', ' 63', ' 100']
['5', ' 125040', ' 1', ' 3', ' 75', ' 0']
['5', ' 125040', ' 1', ' 3', ' 65', ' 100']
['5', ' 125040', ' 1', ' 3', ' 77', ' 100']
['5', ' 125046', ' 1', ' 3', ' 63', ' 0']
