['2', ' 0', ' 3', ' 9', ' 0']
['3', ' 124369', ' 1', ' 9', ' 38', ' 0']
['3', ' 126263', ' 1', ' 9', ' 38', ' 117']
['3', ' 126266', ' 1', ' 9', ' 40', ' 97']
['3', ' 126268', ' 1', ' 9', ' 36', ' 85']
['3', ' 126282', ' 1', ' 9', ' 36', ' 0']
['3', ' 126304', ' 1', ' 9', ' 38', ' 0']
['3', ' 126306', ' 1', ' 9', ' 40', ' 0']
['3', ' 127200', ' 1', ' 9', ' 45', ' 82']
['3', ' 127706', ' 1', ' 9', ' 45', ' 0']
['3', ' 128133', ' 1', ' 9', ' 40', ' 97']
['3', ' 128133', ' 1', ' 9', ' 38', ' 105']
['3', ' 128174', ' 1', ' 9', ' 38', ' 0']
['3', ' 128177', ' 1', ' 9', ' 40', ' 0']
['3', ' 129145', ' 1', ' 9', ' 45', ' 111']
['3', ' 129461', ' 1', ' 9', ' 45', ' 0']
['3', ' 130070', ' 1', ' 9', ' 38', ' 105']
['3', ' 130075', ' 1', ' 9', ' 40', ' 87']
['3', ' 130119', ' 1', ' 9', ' 38', ' 0']
['3', ' 130122', ' 1', ' 9', ' 40', ' 0']
['3', ' 131045', ' 1', ' 9', ' 47', ' 111']
['3', ' 131323', ' 1', ' 9', ' 47', ' 0']
['3', ' 132010', ' 1', ' 9', ' 38', ' 117']
['3', ' 132010', ' 1', ' 9', ' 40', ' 97']
['3', ' 132014', ' 1', ' 9', ' 47', ' 111']
['3', ' 132056', ' 1', ' 9', ' 40', ' 0']
['3', ' 132059', ' 1', ' 9', ' 38', ' 0']
['3', ' 132330', ' 1', ' 9', ' 47', ' 0']
['3', ' 133894', ' 1', ' 9', ' 40', ' 105']
['3', ' 133894', ' 1', ' 9', ' 38', ' 97']
['3', ' 133938', ' 1', ' 9', ' 40', ' 0']
['3', ' 133938', ' 1', ' 9', ' 38', ' 0']
['3', ' 134887', ' 1', ' 9', ' 45', ' 100']
['3', ' 135191', ' 1', ' 9', ' 45', ' 0']
['3', ' 135834', ' 1', ' 9', ' 48', ' 127']
['3', ' 135870', ' 1', ' 9', ' 45', ' 100']
['3', ' 135918', ' 1', ' 9', ' 48', ' 0']
['3', ' 136132', ' 1', ' 9', ' 45', ' 0']
['3', ' 136328', ' 1', ' 9', ' 52', ' 84']
['3', ' 136804', ' 1', ' 9', ' 45', ' 91']
['3', ' 137047', ' 1', ' 9', ' 45', ' 0']
['3', ' 137154', ' 1', ' 9', ' 52', ' 0']
['3', ' 137718', ' 1', ' 9', ' 48', ' 127']
['3', ' 137763', ' 1', ' 9', ' 43', ' 95']
['3', ' 137789', ' 1', ' 9', ' 48', ' 0']
['3', ' 138067', ' 1', ' 9', ' 43', ' 0']
['3', ' 138237', ' 1', ' 9', ' 49', ' 82']
['3', ' 139238', ' 1', ' 9', ' 49', ' 0']
['3', ' 139681', ' 1', ' 9', ' 45', ' 127']
['3', ' 139701', ' 1', ' 9', ' 45', ' 0']
['3', ' 139934', ' 1', ' 9', ' 45', ' 127']
['3', ' 140014', ' 1', ' 9', ' 45', ' 0']
['3', ' 140135', ' 1', ' 9', ' 52', ' 79']
['3', ' 141064', ' 1', ' 9', ' 52', ' 0']
['3', ' 141356', ' 1', ' 9', ' 47', ' 127']
['3', ' 141377', ' 1', ' 9', ' 47', ' 0']
['3', ' 141607', ' 1', ' 9', ' 47', ' 127']
['3', ' 141630', ' 1', ' 9', ' 47', ' 0']
['3', ' 141855', ' 1', ' 9', ' 47', ' 127']
['3', ' 141896', ' 1', ' 9', ' 47', ' 0']
['3', ' 142058', ' 1', ' 9', ' 49', ' 78']
['3', ' 142576', ' 1', ' 9', ' 45', ' 100']
['3', ' 142716', ' 1', ' 9', ' 49', ' 0']
['3', ' 142848', ' 1', ' 9', ' 45', ' 0']
['3', ' 143055', ' 1', ' 9', ' 48', ' 127']
['3', ' 143177', ' 1', ' 9', ' 48', ' 0']
['3', ' 143538', ' 1', ' 9', ' 45', ' 100']
['3', ' 143763', ' 1', ' 9', ' 45', ' 0']
['3', ' 143977', ' 1', ' 9', ' 49', ' 77']
['3', ' 144486', ' 1', ' 9', ' 45', ' 100']
['3', ' 144583', ' 1', ' 9', ' 49', ' 0']
['3', ' 144717', ' 1', ' 9', ' 45', ' 0']
['3', ' 144960', ' 1', ' 9', ' 48', ' 127']
['3', ' 145084', ' 1', ' 9', ' 48', ' 0']
['3', ' 145415', ' 1', ' 9', ' 45', ' 100']
['3', ' 145675', ' 1', ' 9', ' 45', ' 0']
['3', ' 145879', ' 1', ' 9', ' 52', ' 80']
['3', ' 146020', ' 1', ' 9', ' 52', ' 0']
['3', ' 146879', ' 1', ' 9', ' 43', ' 123']
['3', ' 146995', ' 1', ' 9', ' 43', ' 0']
['3', ' 147803', ' 1', ' 9', ' 52', ' 80']
['3', ' 147920', ' 1', ' 9', ' 52', ' 0']
['3', ' 148802', ' 1', ' 9', ' 43', ' 123']
['3', ' 148869', ' 1', ' 9', ' 43', ' 0']
['3', ' 149298', ' 1', ' 9', ' 43', ' 127']
