['2', ' 0', ' 3', ' 9', ' 0']
['5', ' 203280', ' 1', ' 9', ' 64', ' 103']
['5', ' 203400', ' 1', ' 9', ' 64', ' 95']
['5', ' 203496', ' 1', ' 9', ' 64', ' 0']
['5', ' 203496', ' 1', ' 9', ' 64', ' 0']
['5', ' 204000', ' 1', ' 9', ' 67', ' 98']
['5', ' 204220', ' 1', ' 9', ' 67', ' 0']
['5', ' 204240', ' 1', ' 9', ' 64', ' 107']
['5', ' 204360', ' 1', ' 9', ' 64', ' 83']
['5', ' 204456', ' 1', ' 9', ' 64', ' 0']
['5', ' 204456', ' 1', ' 9', ' 64', ' 0']
['5', ' 204960', ' 1', ' 9', ' 67', ' 84']
['5', ' 205180', ' 1', ' 9', ' 67', ' 0']
['5', ' 205200', ' 1', ' 9', ' 64', ' 103']
['5', ' 205320', ' 1', ' 9', ' 64', ' 95']
['5', ' 205414', ' 1', ' 9', ' 64', ' 0']
['5', ' 205414', ' 1', ' 9', ' 64', ' 0']
['5', ' 205920', ' 1', ' 9', ' 67', ' 100']
['5', ' 206138', ' 1', ' 9', ' 67', ' 0']
['5', ' 206160', ' 1', ' 9', ' 64', ' 98']
['5', ' 206280', ' 1', ' 9', ' 64', ' 80']
['5', ' 206379', ' 1', ' 9', ' 64', ' 0']
['5', ' 206379', ' 1', ' 9', ' 64', ' 0']
['5', ' 206880', ' 1', ' 9', ' 67', ' 84']
['5', ' 207096', ' 1', ' 9', ' 67', ' 0']
['5', ' 207120', ' 1', ' 9', ' 64', ' 98']
['5', ' 207240', ' 1', ' 9', ' 64', ' 78']
['5', ' 207336', ' 1', ' 9', ' 64', ' 0']
['5', ' 207336', ' 1', ' 9', ' 64', ' 0']
['5', ' 207840', ' 1', ' 9', ' 67', ' 98']
['5', ' 208056', ' 1', ' 9', ' 67', ' 0']
['5', ' 208080', ' 1', ' 9', ' 64', ' 107']
['5', ' 208200', ' 1', ' 9', ' 64', ' 83']
['5', ' 208296', ' 1', ' 9', ' 64', ' 0']
['5', ' 208296', ' 1', ' 9', ' 64', ' 0']
['5', ' 208800', ' 1', ' 9', ' 67', ' 84']
['5', ' 209019', ' 1', ' 9', ' 67', ' 0']
['5', ' 209040', ' 1', ' 9', ' 64', ' 103']
['5', ' 209160', ' 1', ' 9', ' 64', ' 95']
['5', ' 209256', ' 1', ' 9', ' 64', ' 0']
['5', ' 209256', ' 1', ' 9', ' 64', ' 0']
['5', ' 209760', ' 1', ' 9', ' 67', ' 100']
['5', ' 209976', ' 1', ' 9', ' 67', ' 0']
['5', ' 210000', ' 1', ' 9', ' 64', ' 98']
['5', ' 210120', ' 1', ' 9', ' 64', ' 80']
['5', ' 210218', ' 1', ' 9', ' 64', ' 0']
['5', ' 210218', ' 1', ' 9', ' 64', ' 0']
['5', ' 210720', ' 1', ' 9', ' 67', ' 84']
['5', ' 210935', ' 1', ' 9', ' 67', ' 0']
['5', ' 210960', ' 1', ' 9', ' 64', ' 98']
['5', ' 211080', ' 1', ' 9', ' 64', ' 78']
['5', ' 211178', ' 1', ' 9', ' 64', ' 0']
['5', ' 211178', ' 1', ' 9', ' 64', ' 0']
['5', ' 211680', ' 1', ' 9', ' 67', ' 100']
['5', ' 211898', ' 1', ' 9', ' 67', ' 0']
['5', ' 211920', ' 1', ' 9', ' 64', ' 98']
['5', ' 212040', ' 1', ' 9', ' 64', ' 80']
['5', ' 212139', ' 1', ' 9', ' 64', ' 0']
['5', ' 212139', ' 1', ' 9', ' 64', ' 0']
['5', ' 212640', ' 1', ' 9', ' 67', ' 84']
['5', ' 212856', ' 1', ' 9', ' 67', ' 0']
['5', ' 212880', ' 1', ' 9', ' 64', ' 98']
['5', ' 213000', ' 1', ' 9', ' 64', ' 78']
['5', ' 213096', ' 1', ' 9', ' 64', ' 0']
['5', ' 213096', ' 1', ' 9', ' 64', ' 0']
['5', ' 213600', ' 1', ' 9', ' 67', ' 98']
['5', ' 213816', ' 1', ' 9', ' 67', ' 0']
['5', ' 213840', ' 1', ' 9', ' 64', ' 107']
['5', ' 213960', ' 1', ' 9', ' 64', ' 83']
['5', ' 214056', ' 1', ' 9', ' 64', ' 0']
['5', ' 214056', ' 1', ' 9', ' 64', ' 0']
['5', ' 214560', ' 1', ' 9', ' 67', ' 84']
['5', ' 214779', ' 1', ' 9', ' 67', ' 0']
['5', ' 214800', ' 1', ' 9', ' 64', ' 103']
['5', ' 214920', ' 1', ' 9', ' 64', ' 95']
['5', ' 215016', ' 1', ' 9', ' 64', ' 0']
['5', ' 215016', ' 1', ' 9', ' 64', ' 0']
['5', ' 215520', ' 1', ' 9', ' 67', ' 100']
['5', ' 215738', ' 1', ' 9', ' 67', ' 0']
['5', ' 215760', ' 1', ' 9', ' 64', ' 98']
['5', ' 215880', ' 1', ' 9', ' 64', ' 80']
['5', ' 215979', ' 1', ' 9', ' 64', ' 0']
['5', ' 215979', ' 1', ' 9', ' 64', ' 0']
['5', ' 216480', ' 1', ' 9', ' 67', ' 84']
['5', ' 216696', ' 1', ' 9', ' 67', ' 0']
['5', ' 216720', ' 1', ' 9', ' 64', ' 98']
['5', ' 216840', ' 1', ' 9', ' 64', ' 78']
['5', ' 216936', ' 1', ' 9', ' 64', ' 0']
['5', ' 216936', ' 1', ' 9', ' 64', ' 0']
['5', ' 217440', ' 1', ' 9', ' 67', ' 98']
['5', ' 217656', ' 1', ' 9', ' 67', ' 0']
['5', ' 217680', ' 1', ' 9', ' 64', ' 107']
['5', ' 217800', ' 1', ' 9', ' 64', ' 83']
['5', ' 217896', ' 1', ' 9', ' 64', ' 0']
['5', ' 217896', ' 1', ' 9', ' 64', ' 0']
['5', ' 218400', ' 1', ' 9', ' 67', ' 84']
['5', ' 218619', ' 1', ' 9', ' 67', ' 0']
['5', ' 218640', ' 1', ' 9', ' 64', ' 103']
['5', ' 218760', ' 1', ' 9', ' 64', ' 95']
['5', ' 218856', ' 1', ' 9', ' 64', ' 0']
['5', ' 218856', ' 1', ' 9', ' 64', ' 0']
['5', ' 219360', ' 1', ' 9', ' 67', ' 98']
['5', ' 219580', ' 1', ' 9', ' 67', ' 0']
['5', ' 219600', ' 1', ' 9', ' 64', ' 107']
['5', ' 219720', ' 1', ' 9', ' 64', ' 83']
['5', ' 219816', ' 1', ' 9', ' 64', ' 0']
['5', ' 219816', ' 1', ' 9', ' 64', ' 0']
['5', ' 220320', ' 1', ' 9', ' 67', ' 84']
['5', ' 220540', ' 1', ' 9', ' 67', ' 0']
['5', ' 220560', ' 1', ' 9', ' 64', ' 103']
['5', ' 220680', ' 1', ' 9', ' 64', ' 95']
['5', ' 220774', ' 1', ' 9', ' 64', ' 0']
['5', ' 220774', ' 1', ' 9', ' 64', ' 0']
['5', ' 221280', ' 1', ' 9', ' 67', ' 100']
['5', ' 221498', ' 1', ' 9', ' 67', ' 0']
['5', ' 221520', ' 1', ' 9', ' 64', ' 98']
['5', ' 221640', ' 1', ' 9', ' 64', ' 80']
['5', ' 221739', ' 1', ' 9', ' 64', ' 0']
['5', ' 221739', ' 1', ' 9', ' 64', ' 0']
['5', ' 222240', ' 1', ' 9', ' 67', ' 84']
['5', ' 222456', ' 1', ' 9', ' 67', ' 0']
['5', ' 222480', ' 1', ' 9', ' 64', ' 98']
['5', ' 222600', ' 1', ' 9', ' 64', ' 78']
['5', ' 222696', ' 1', ' 9', ' 64', ' 0']
['5', ' 222696', ' 1', ' 9', ' 64', ' 0']
['5', ' 223200', ' 1', ' 9', ' 67', ' 98']
['5', ' 223416', ' 1', ' 9', ' 67', ' 0']
['5', ' 223440', ' 1', ' 9', ' 64', ' 107']
['5', ' 223560', ' 1', ' 9', ' 64', ' 83']
['5', ' 223656', ' 1', ' 9', ' 64', ' 0']
['5', ' 223656', ' 1', ' 9', ' 64', ' 0']
['5', ' 224160', ' 1', ' 9', ' 67', ' 84']
['5', ' 224379', ' 1', ' 9', ' 67', ' 0']
['5', ' 224400', ' 1', ' 9', ' 64', ' 103']
['5', ' 224520', ' 1', ' 9', ' 64', ' 95']
['5', ' 224616', ' 1', ' 9', ' 64', ' 0']
['5', ' 224616', ' 1', ' 9', ' 64', ' 0']
['5', ' 225120', ' 1', ' 9', ' 67', ' 100']
['5', ' 225336', ' 1', ' 9', ' 67', ' 0']
['5', ' 225360', ' 1', ' 9', ' 64', ' 98']
['5', ' 225480', ' 1', ' 9', ' 64', ' 80']
['5', ' 225578', ' 1', ' 9', ' 64', ' 0']
['5', ' 225578', ' 1', ' 9', ' 64', ' 0']
['5', ' 226080', ' 1', ' 9', ' 67', ' 84']
['5', ' 226295', ' 1', ' 9', ' 67', ' 0']
['5', ' 226320', ' 1', ' 9', ' 64', ' 98']
['5', ' 226440', ' 1', ' 9', ' 64', ' 78']
['5', ' 226538', ' 1', ' 9', ' 64', ' 0']
['5', ' 226538', ' 1', ' 9', ' 64', ' 0']
['5', ' 227040', ' 1', ' 9', ' 67', ' 100']
['5', ' 227258', ' 1', ' 9', ' 67', ' 0']
['5', ' 227280', ' 1', ' 9', ' 64', ' 98']
['5', ' 227400', ' 1', ' 9', ' 64', ' 80']
['5', ' 227499', ' 1', ' 9', ' 64', ' 0']
['5', ' 227499', ' 1', ' 9', ' 64', ' 0']
['5', ' 228000', ' 1', ' 9', ' 67', ' 84']
['5', ' 228216', ' 1', ' 9', ' 67', ' 0']
['5', ' 228240', ' 1', ' 9', ' 64', ' 98']
['5', ' 228360', ' 1', ' 9', ' 64', ' 78']
['5', ' 228456', ' 1', ' 9', ' 64', ' 0']
['5', ' 228456', ' 1', ' 9', ' 64', ' 0']
['5', ' 228960', ' 1', ' 9', ' 67', ' 98']
['5', ' 229176', ' 1', ' 9', ' 67', ' 0']
['5', ' 229200', ' 1', ' 9', ' 64', ' 107']
['5', ' 229320', ' 1', ' 9', ' 64', ' 83']
['5', ' 229416', ' 1', ' 9', ' 64', ' 0']
['5', ' 229416', ' 1', ' 9', ' 64', ' 0']
['5', ' 229920', ' 1', ' 9', ' 67', ' 84']
['5', ' 230139', ' 1', ' 9', ' 67', ' 0']
['5', ' 230160', ' 1', ' 9', ' 64', ' 103']
['5', ' 230280', ' 1', ' 9', ' 64', ' 95']
['5', ' 230376', ' 1', ' 9', ' 64', ' 0']
['5', ' 230376', ' 1', ' 9', ' 64', ' 0']
['5', ' 230880', ' 1', ' 9', ' 67', ' 100']
['5', ' 231098', ' 1', ' 9', ' 67', ' 0']
['5', ' 231120', ' 1', ' 9', ' 64', ' 98']
['5', ' 231240', ' 1', ' 9', ' 64', ' 80']
['5', ' 231339', ' 1', ' 9', ' 64', ' 0']
['5', ' 231339', ' 1', ' 9', ' 64', ' 0']
['5', ' 231840', ' 1', ' 9', ' 67', ' 84']
['5', ' 232056', ' 1', ' 9', ' 67', ' 0']
['5', ' 232080', ' 1', ' 9', ' 64', ' 98']
['5', ' 232200', ' 1', ' 9', ' 64', ' 78']
['5', ' 232296', ' 1', ' 9', ' 64', ' 0']
['5', ' 232296', ' 1', ' 9', ' 64', ' 0']
['5', ' 232800', ' 1', ' 9', ' 67', ' 98']
['5', ' 233016', ' 1', ' 9', ' 67', ' 0']
['5', ' 233040', ' 1', ' 9', ' 64', ' 107']
['5', ' 233160', ' 1', ' 9', ' 64', ' 83']
['5', ' 233256', ' 1', ' 9', ' 64', ' 0']
['5', ' 233256', ' 1', ' 9', ' 64', ' 0']
['5', ' 233760', ' 1', ' 9', ' 67', ' 84']
['5', ' 233979', ' 1', ' 9', ' 67', ' 0']
['5', ' 234000', ' 1', ' 9', ' 64', ' 103']
['5', ' 234120', ' 1', ' 9', ' 64', ' 95']
['5', ' 234216', ' 1', ' 9', ' 64', ' 0']
['5', ' 234216', ' 1', ' 9', ' 64', ' 0']
['5', ' 234720', ' 1', ' 9', ' 67', ' 98']
['5', ' 234940', ' 1', ' 9', ' 67', ' 0']
['5', ' 234960', ' 1', ' 9', ' 64', ' 107']
['5', ' 235080', ' 1', ' 9', ' 64', ' 83']
['5', ' 235176', ' 1', ' 9', ' 64', ' 0']
['5', ' 235176', ' 1', ' 9', ' 64', ' 0']
['5', ' 235680', ' 1', ' 9', ' 67', ' 84']
['5', ' 235900', ' 1', ' 9', ' 67', ' 0']
['5', ' 235920', ' 1', ' 9', ' 64', ' 103']
['5', ' 236040', ' 1', ' 9', ' 64', ' 95']
['5', ' 236134', ' 1', ' 9', ' 64', ' 0']
['5', ' 236134', ' 1', ' 9', ' 64', ' 0']
['5', ' 236640', ' 1', ' 9', ' 67', ' 100']
['5', ' 236858', ' 1', ' 9', ' 67', ' 0']
['5', ' 236880', ' 1', ' 9', ' 64', ' 98']
['5', ' 237000', ' 1', ' 9', ' 64', ' 80']
['5', ' 237099', ' 1', ' 9', ' 64', ' 0']
['5', ' 237099', ' 1', ' 9', ' 64', ' 0']
['5', ' 237600', ' 1', ' 9', ' 67', ' 84']
['5', ' 237816', ' 1', ' 9', ' 67', ' 0']
['5', ' 237840', ' 1', ' 9', ' 64', ' 98']
['5', ' 237960', ' 1', ' 9', ' 64', ' 78']
['5', ' 238056', ' 1', ' 9', ' 64', ' 0']
['5', ' 238056', ' 1', ' 9', ' 64', ' 0']
['5', ' 238560', ' 1', ' 9', ' 67', ' 98']
['5', ' 238776', ' 1', ' 9', ' 67', ' 0']
['5', ' 238800', ' 1', ' 9', ' 64', ' 107']
['5', ' 238920', ' 1', ' 9', ' 64', ' 83']
['5', ' 239016', ' 1', ' 9', ' 64', ' 0']
['5', ' 239016', ' 1', ' 9', ' 64', ' 0']
['5', ' 239520', ' 1', ' 9', ' 67', ' 84']
['5', ' 239739', ' 1', ' 9', ' 67', ' 0']
['5', ' 239760', ' 1', ' 9', ' 64', ' 103']
['5', ' 239880', ' 1', ' 9', ' 64', ' 95']
['5', ' 239976', ' 1', ' 9', ' 64', ' 0']
['5', ' 239976', ' 1', ' 9', ' 64', ' 0']
['5', ' 240480', ' 1', ' 9', ' 67', ' 100']
['5', ' 240696', ' 1', ' 9', ' 67', ' 0']
['5', ' 240720', ' 1', ' 9', ' 64', ' 98']
['5', ' 240840', ' 1', ' 9', ' 64', ' 80']
['5', ' 240938', ' 1', ' 9', ' 64', ' 0']
['5', ' 240938', ' 1', ' 9', ' 64', ' 0']
['5', ' 241440', ' 1', ' 9', ' 67', ' 84']
['5', ' 241655', ' 1', ' 9', ' 67', ' 0']
['5', ' 241680', ' 1', ' 9', ' 64', ' 98']
['5', ' 241800', ' 1', ' 9', ' 64', ' 78']
['5', ' 241898', ' 1', ' 9', ' 64', ' 0']
['5', ' 241898', ' 1', ' 9', ' 64', ' 0']
['5', ' 242400', ' 1', ' 9', ' 67', ' 100']
['5', ' 242618', ' 1', ' 9', ' 67', ' 0']
['5', ' 242640', ' 1', ' 9', ' 64', ' 98']
['5', ' 242760', ' 1', ' 9', ' 64', ' 80']
['5', ' 242859', ' 1', ' 9', ' 64', ' 0']
['5', ' 242859', ' 1', ' 9', ' 64', ' 0']
['5', ' 243360', ' 1', ' 9', ' 67', ' 84']
['5', ' 243576', ' 1', ' 9', ' 67', ' 0']
['5', ' 243600', ' 1', ' 9', ' 64', ' 98']
['5', ' 243720', ' 1', ' 9', ' 64', ' 78']
['5', ' 243816', ' 1', ' 9', ' 64', ' 0']
['5', ' 243816', ' 1', ' 9', ' 64', ' 0']
['5', ' 244320', ' 1', ' 9', ' 67', ' 98']
['5', ' 244536', ' 1', ' 9', ' 67', ' 0']
['5', ' 244560', ' 1', ' 9', ' 64', ' 107']
['5', ' 244680', ' 1', ' 9', ' 64', ' 83']
['5', ' 244776', ' 1', ' 9', ' 64', ' 0']
['5', ' 244776', ' 1', ' 9', ' 64', ' 0']
['5', ' 245280', ' 1', ' 9', ' 67', ' 84']
['5', ' 245499', ' 1', ' 9', ' 67', ' 0']
['5', ' 245520', ' 1', ' 9', ' 64', ' 103']
['5', ' 245640', ' 1', ' 9', ' 64', ' 95']
['5', ' 245736', ' 1', ' 9', ' 64', ' 0']
['5', ' 245736', ' 1', ' 9', ' 64', ' 0']
['5', ' 246240', ' 1', ' 9', ' 67', ' 100']
['5', ' 246458', ' 1', ' 9', ' 67', ' 0']
['5', ' 246480', ' 1', ' 9', ' 64', ' 98']
['5', ' 246600', ' 1', ' 9', ' 64', ' 80']
['5', ' 246699', ' 1', ' 9', ' 64', ' 0']
['5', ' 246699', ' 1', ' 9', ' 64', ' 0']
['5', ' 247200', ' 1', ' 9', ' 67', ' 84']
['5', ' 247416', ' 1', ' 9', ' 67', ' 0']
['5', ' 247440', ' 1', ' 9', ' 64', ' 98']
['5', ' 247560', ' 1', ' 9', ' 64', ' 78']
['5', ' 247656', ' 1', ' 9', ' 64', ' 0']
['5', ' 247656', ' 1', ' 9', ' 64', ' 0']
['5', ' 248160', ' 1', ' 9', ' 67', ' 98']
['5', ' 248376', ' 1', ' 9', ' 67', ' 0']
['5', ' 248400', ' 1', ' 9', ' 64', ' 107']
['5', ' 248520', ' 1', ' 9', ' 64', ' 83']
['5', ' 248616', ' 1', ' 9', ' 64', ' 0']
['5', ' 248616', ' 1', ' 9', ' 64', ' 0']
['5', ' 249120', ' 1', ' 9', ' 67', ' 84']
['5', ' 249339', ' 1', ' 9', ' 67', ' 0']
['5', ' 249360', ' 1', ' 9', ' 64', ' 103']
['5', ' 249480', ' 1', ' 9', ' 64', ' 95']
['5', ' 249576', ' 1', ' 9', ' 64', ' 0']
['5', ' 249576', ' 1', ' 9', ' 64', ' 0']
['5', ' 250080', ' 1', ' 9', ' 67', ' 98']
['5', ' 250300', ' 1', ' 9', ' 67', ' 0']
['5', ' 250320', ' 1', ' 9', ' 64', ' 107']
['5', ' 250440', ' 1', ' 9', ' 64', ' 83']
['5', ' 250536', ' 1', ' 9', ' 64', ' 0']
['5', ' 250536', ' 1', ' 9', ' 64', ' 0']
['5', ' 251040', ' 1', ' 9', ' 67', ' 84']
['5', ' 251260', ' 1', ' 9', ' 67', ' 0']
['5', ' 251280', ' 1', ' 9', ' 64', ' 103']
['5', ' 251400', ' 1', ' 9', ' 64', ' 95']
['5', ' 251494', ' 1', ' 9', ' 64', ' 0']
['5', ' 251494', ' 1', ' 9', ' 64', ' 0']
['5', ' 252000', ' 1', ' 9', ' 67', ' 100']
['5', ' 252218', ' 1', ' 9', ' 67', ' 0']
['5', ' 252240', ' 1', ' 9', ' 64', ' 98']
['5', ' 252360', ' 1', ' 9', ' 64', ' 80']
['5', ' 252459', ' 1', ' 9', ' 64', ' 0']
['5', ' 252459', ' 1', ' 9', ' 64', ' 0']
['5', ' 252960', ' 1', ' 9', ' 67', ' 84']
['5', ' 253176', ' 1', ' 9', ' 67', ' 0']
['5', ' 253200', ' 1', ' 9', ' 64', ' 98']
['5', ' 253320', ' 1', ' 9', ' 64', ' 78']
['5', ' 253416', ' 1', ' 9', ' 64', ' 0']
['5', ' 253416', ' 1', ' 9', ' 64', ' 0']
['5', ' 253920', ' 1', ' 9', ' 67', ' 98']
['5', ' 254136', ' 1', ' 9', ' 67', ' 0']
['5', ' 254160', ' 1', ' 9', ' 64', ' 107']
['5', ' 254280', ' 1', ' 9', ' 64', ' 83']
['5', ' 254376', ' 1', ' 9', ' 64', ' 0']
['5', ' 254376', ' 1', ' 9', ' 64', ' 0']
['5', ' 254880', ' 1', ' 9', ' 67', ' 84']
['5', ' 255099', ' 1', ' 9', ' 67', ' 0']
['5', ' 255120', ' 1', ' 9', ' 64', ' 103']
['5', ' 255240', ' 1', ' 9', ' 64', ' 95']
['5', ' 255336', ' 1', ' 9', ' 64', ' 0']
['5', ' 255336', ' 1', ' 9', ' 64', ' 0']
['5', ' 255840', ' 1', ' 9', ' 67', ' 100']
['5', ' 256056', ' 1', ' 9', ' 67', ' 0']
['5', ' 256080', ' 1', ' 9', ' 64', ' 98']
['5', ' 256200', ' 1', ' 9', ' 64', ' 80']
['5', ' 256298', ' 1', ' 9', ' 64', ' 0']
['5', ' 256298', ' 1', ' 9', ' 64', ' 0']
['5', ' 256800', ' 1', ' 9', ' 67', ' 84']
['5', ' 257015', ' 1', ' 9', ' 67', ' 0']
['5', ' 257040', ' 1', ' 9', ' 64', ' 98']
['5', ' 257160', ' 1', ' 9', ' 64', ' 78']
['5', ' 257258', ' 1', ' 9', ' 64', ' 0']
['5', ' 257258', ' 1', ' 9', ' 64', ' 0']
['5', ' 257760', ' 1', ' 9', ' 67', ' 100']
['5', ' 257978', ' 1', ' 9', ' 67', ' 0']
['5', ' 258000', ' 1', ' 9', ' 64', ' 98']
['5', ' 258120', ' 1', ' 9', ' 64', ' 80']
['5', ' 258219', ' 1', ' 9', ' 64', ' 0']
['5', ' 258219', ' 1', ' 9', ' 64', ' 0']
['5', ' 258720', ' 1', ' 9', ' 67', ' 84']
['5', ' 258936', ' 1', ' 9', ' 67', ' 0']
['5', ' 258960', ' 1', ' 9', ' 64', ' 98']
['5', ' 259080', ' 1', ' 9', ' 64', ' 78']
['5', ' 259176', ' 1', ' 9', ' 64', ' 0']
['5', ' 259176', ' 1', ' 9', ' 64', ' 0']
['5', ' 259680', ' 1', ' 9', ' 67', ' 98']
['5', ' 259896', ' 1', ' 9', ' 67', ' 0']
['5', ' 259920', ' 1', ' 9', ' 64', ' 107']
['5', ' 260040', ' 1', ' 9', ' 64', ' 83']
['5', ' 260136', ' 1', ' 9', ' 64', ' 0']
['5', ' 260136', ' 1', ' 9', ' 64', ' 0']
['5', ' 260640', ' 1', ' 9', ' 67', ' 84']
['5', ' 260859', ' 1', ' 9', ' 67', ' 0']
['5', ' 260880', ' 1', ' 9', ' 64', ' 103']
['5', ' 261000', ' 1', ' 9', ' 64', ' 95']
['5', ' 261096', ' 1', ' 9', ' 64', ' 0']
['5', ' 261096', ' 1', ' 9', ' 64', ' 0']
['5', ' 261600', ' 1', ' 9', ' 67', ' 100']
['5', ' 261818', ' 1', ' 9', ' 67', ' 0']
['5', ' 261840', ' 1', ' 9', ' 64', ' 98']
['5', ' 261960', ' 1', ' 9', ' 64', ' 80']
['5', ' 262059', ' 1', ' 9', ' 64', ' 0']
['5', ' 262059', ' 1', ' 9', ' 64', ' 0']
['5', ' 262560', ' 1', ' 9', ' 67', ' 84']
['5', ' 262776', ' 1', ' 9', ' 67', ' 0']
['5', ' 262800', ' 1', ' 9', ' 64', ' 98']
['5', ' 262920', ' 1', ' 9', ' 64', ' 78']
['5', ' 263016', ' 1', ' 9', ' 64', ' 0']
['5', ' 263016', ' 1', ' 9', ' 64', ' 0']
['5', ' 263520', ' 1', ' 9', ' 67', ' 98']
['5', ' 263736', ' 1', ' 9', ' 67', ' 0']
['5', ' 263760', ' 1', ' 9', ' 64', ' 107']
['5', ' 263880', ' 1', ' 9', ' 64', ' 83']
['5', ' 263976', ' 1', ' 9', ' 64', ' 0']
['5', ' 263976', ' 1', ' 9', ' 64', ' 0']
['5', ' 264480', ' 1', ' 9', ' 67', ' 84']
['5', ' 264699', ' 1', ' 9', ' 67', ' 0']
['5', ' 264720', ' 1', ' 9', ' 64', ' 103']
['5', ' 264840', ' 1', ' 9', ' 64', ' 95']
['5', ' 264936', ' 1', ' 9', ' 64', ' 0']
['5', ' 264936', ' 1', ' 9', ' 64', ' 0']
['5', ' 265440', ' 1', ' 9', ' 67', ' 98']
['5', ' 265660', ' 1', ' 9', ' 67', ' 0']
['5', ' 265680', ' 1', ' 9', ' 64', ' 107']
['5', ' 265800', ' 1', ' 9', ' 64', ' 83']
['5', ' 265896', ' 1', ' 9', ' 64', ' 0']
['5', ' 265896', ' 1', ' 9', ' 64', ' 0']
['5', ' 266400', ' 1', ' 9', ' 67', ' 84']
['5', ' 266620', ' 1', ' 9', ' 67', ' 0']
['5', ' 266640', ' 1', ' 9', ' 64', ' 103']
['5', ' 266760', ' 1', ' 9', ' 64', ' 95']
['5', ' 266854', ' 1', ' 9', ' 64', ' 0']
['5', ' 266854', ' 1', ' 9', ' 64', ' 0']
['5', ' 267360', ' 1', ' 9', ' 67', ' 100']
['5', ' 267578', ' 1', ' 9', ' 67', ' 0']
['5', ' 267600', ' 1', ' 9', ' 64', ' 98']
['5', ' 267720', ' 1', ' 9', ' 64', ' 80']
['5', ' 267819', ' 1', ' 9', ' 64', ' 0']
['5', ' 267819', ' 1', ' 9', ' 64', ' 0']
['5', ' 268320', ' 1', ' 9', ' 67', ' 84']
['5', ' 268536', ' 1', ' 9', ' 67', ' 0']
['5', ' 268560', ' 1', ' 9', ' 64', ' 98']
['5', ' 268680', ' 1', ' 9', ' 64', ' 78']
['5', ' 268776', ' 1', ' 9', ' 64', ' 0']
['5', ' 268776', ' 1', ' 9', ' 64', ' 0']
['5', ' 269280', ' 1', ' 9', ' 67', ' 98']
['5', ' 269496', ' 1', ' 9', ' 67', ' 0']
['5', ' 269520', ' 1', ' 9', ' 64', ' 107']
['5', ' 269640', ' 1', ' 9', ' 64', ' 83']
['5', ' 269736', ' 1', ' 9', ' 64', ' 0']
['5', ' 269736', ' 1', ' 9', ' 64', ' 0']
['5', ' 270240', ' 1', ' 9', ' 67', ' 84']
['5', ' 270459', ' 1', ' 9', ' 67', ' 0']
['5', ' 270480', ' 1', ' 9', ' 64', ' 103']
['5', ' 270600', ' 1', ' 9', ' 64', ' 95']
['5', ' 270696', ' 1', ' 9', ' 64', ' 0']
['5', ' 270696', ' 1', ' 9', ' 64', ' 0']
['5', ' 271200', ' 1', ' 9', ' 67', ' 100']
['5', ' 271416', ' 1', ' 9', ' 67', ' 0']
['5', ' 271440', ' 1', ' 9', ' 64', ' 98']
['5', ' 271560', ' 1', ' 9', ' 64', ' 80']
['5', ' 271658', ' 1', ' 9', ' 64', ' 0']
['5', ' 271658', ' 1', ' 9', ' 64', ' 0']
['5', ' 272160', ' 1', ' 9', ' 67', ' 84']
['5', ' 272375', ' 1', ' 9', ' 67', ' 0']
['5', ' 272400', ' 1', ' 9', ' 64', ' 98']
['5', ' 272520', ' 1', ' 9', ' 64', ' 78']
['5', ' 272618', ' 1', ' 9', ' 64', ' 0']
['5', ' 272618', ' 1', ' 9', ' 64', ' 0']
['5', ' 273120', ' 1', ' 9', ' 67', ' 100']
['5', ' 273338', ' 1', ' 9', ' 67', ' 0']
['5', ' 273360', ' 1', ' 9', ' 64', ' 98']
['5', ' 273480', ' 1', ' 9', ' 64', ' 80']
['5', ' 273579', ' 1', ' 9', ' 64', ' 0']
['5', ' 273579', ' 1', ' 9', ' 64', ' 0']
['5', ' 274080', ' 1', ' 9', ' 67', ' 84']
['5', ' 274296', ' 1', ' 9', ' 67', ' 0']
['5', ' 274320', ' 1', ' 9', ' 64', ' 98']
['5', ' 274440', ' 1', ' 9', ' 64', ' 78']
['5', ' 274536', ' 1', ' 9', ' 64', ' 0']
['5', ' 274536', ' 1', ' 9', ' 64', ' 0']
['5', ' 275040', ' 1', ' 9', ' 67', ' 98']
['5', ' 275256', ' 1', ' 9', ' 67', ' 0']
['5', ' 275280', ' 1', ' 9', ' 64', ' 107']
['5', ' 275400', ' 1', ' 9', ' 64', ' 83']
['5', ' 275496', ' 1', ' 9', ' 64', ' 0']
['5', ' 275496', ' 1', ' 9', ' 64', ' 0']
['5', ' 276000', ' 1', ' 9', ' 67', ' 84']
['5', ' 276219', ' 1', ' 9', ' 67', ' 0']
['5', ' 276240', ' 1', ' 9', ' 64', ' 103']
['5', ' 276360', ' 1', ' 9', ' 64', ' 95']
['5', ' 276456', ' 1', ' 9', ' 64', ' 0']
['5', ' 276456', ' 1', ' 9', ' 64', ' 0']
['5', ' 276960', ' 1', ' 9', ' 67', ' 100']
['5', ' 277178', ' 1', ' 9', ' 67', ' 0']
['5', ' 277200', ' 1', ' 9', ' 64', ' 98']
['5', ' 277320', ' 1', ' 9', ' 64', ' 80']
['5', ' 277419', ' 1', ' 9', ' 64', ' 0']
