['1', ' 0', ' 2', ' 0', ' 101', ' 0']
['3', ' 167040', ' 1', ' 2', ' 55', ' 95']
['3', ' 167040', ' 1', ' 2', ' 48', ' 95']
['3', ' 167040', ' 1', ' 2', ' 43', ' 95']
['3', ' 167520', ' 0', ' 2', ' 67', ' 95']
['3', ' 167520', ' 0', ' 2', ' 62', ' 95']
['3', ' 167520', ' 0', ' 2', ' 60', ' 95']
['3', ' 167520', ' 0', ' 2', ' 55', ' 95']
['3', ' 167520', ' 0', ' 2', ' 48', ' 95']
['3', ' 167520', ' 0', ' 2', ' 43', ' 95']
['3', ' 167520', ' 1', ' 2', ' 67', ' 95']
['3', ' 167520', ' 1', ' 2', ' 64', ' 95']
['3', ' 167520', ' 1', ' 2', ' 60', ' 95']
['3', ' 167520', ' 1', ' 2', ' 55', ' 95']
['3', ' 167520', ' 1', ' 2', ' 48', ' 95']
['3', ' 167520', ' 1', ' 2', ' 43', ' 95']
['3', ' 168000', ' 0', ' 2', ' 67', ' 95']
['3', ' 168000', ' 0', ' 2', ' 64', ' 95']
['3', ' 168000', ' 0', ' 2', ' 60', ' 95']
['3', ' 168000', ' 0', ' 2', ' 55', ' 95']
['3', ' 168000', ' 0', ' 2', ' 48', ' 95']
['3', ' 168000', ' 0', ' 2', ' 43', ' 95']
['3', ' 168000', ' 1', ' 2', ' 67', ' 95']
['3', ' 168000', ' 1', ' 2', ' 64', ' 95']
['3', ' 168000', ' 1', ' 2', ' 60', ' 95']
['3', ' 168000', ' 1', ' 2', ' 55', ' 95']
['3', ' 168000', ' 1', ' 2', ' 48', ' 95']
['3', ' 168000', ' 1', ' 2', ' 43', ' 95']
['3', ' 168480', ' 0', ' 2', ' 67', ' 95']
['3', ' 168480', ' 0', ' 2', ' 64', ' 95']
['3', ' 168480', ' 0', ' 2', ' 60', ' 95']
['3', ' 168480', ' 0', ' 2', ' 55', ' 95']
['3', ' 168480', ' 0', ' 2', ' 48', ' 95']
['3', ' 168480', ' 0', ' 2', ' 43', ' 95']
['3', ' 168480', ' 1', ' 2', ' 67', ' 95']
['3', ' 168480', ' 1', ' 2', ' 64', ' 95']
['3', ' 168480', ' 1', ' 2', ' 60', ' 95']
['3', ' 168480', ' 1', ' 2', ' 55', ' 95']
['3', ' 168480', ' 1', ' 2', ' 48', ' 95']
['3', ' 168480', ' 1', ' 2', ' 43', ' 95']
['3', ' 168960', ' 0', ' 2', ' 67', ' 95']
['3', ' 168960', ' 0', ' 2', ' 64', ' 95']
['3', ' 168960', ' 0', ' 2', ' 60', ' 95']
['3', ' 168960', ' 0', ' 2', ' 55', ' 95']
['3', ' 168960', ' 0', ' 2', ' 48', ' 95']
['3', ' 168960', ' 0', ' 2', ' 43', ' 95']
['3', ' 168960', ' 1', ' 2', ' 67', ' 95']
['3', ' 168960', ' 1', ' 2', ' 62', ' 95']
['3', ' 168960', ' 1', ' 2', ' 59', ' 95']
['3', ' 168960', ' 1', ' 2', ' 55', ' 95']
['3', ' 168960', ' 1', ' 2', ' 50', ' 95']
['3', ' 168960', ' 1', ' 2', ' 43', ' 95']
['3', ' 169440', ' 0', ' 2', ' 67', ' 95']
['3', ' 169440', ' 0', ' 2', ' 62', ' 95']
['3', ' 169440', ' 0', ' 2', ' 59', ' 95']
['3', ' 169440', ' 0', ' 2', ' 55', ' 95']
['3', ' 169440', ' 0', ' 2', ' 50', ' 95']
['3', ' 169440', ' 0', ' 2', ' 43', ' 95']
['3', ' 169440', ' 1', ' 2', ' 67', ' 95']
['3', ' 169440', ' 1', ' 2', ' 62', ' 95']
['3', ' 169440', ' 1', ' 2', ' 59', ' 95']
['3', ' 169440', ' 1', ' 2', ' 55', ' 95']
['3', ' 169440', ' 1', ' 2', ' 50', ' 95']
['3', ' 169440', ' 1', ' 2', ' 43', ' 95']
['3', ' 169920', ' 0', ' 2', ' 67', ' 95']
['3', ' 169920', ' 0', ' 2', ' 62', ' 95']
['3', ' 169920', ' 0', ' 2', ' 59', ' 95']
['3', ' 169920', ' 0', ' 2', ' 55', ' 95']
['3', ' 169920', ' 0', ' 2', ' 50', ' 95']
['3', ' 169920', ' 0', ' 2', ' 43', ' 95']
['3', ' 169920', ' 1', ' 2', ' 67', ' 95']
['3', ' 169920', ' 1', ' 2', ' 62', ' 95']
['3', ' 169920', ' 1', ' 2', ' 59', ' 95']
['3', ' 169920', ' 1', ' 2', ' 55', ' 95']
['3', ' 169920', ' 1', ' 2', ' 50', ' 95']
['3', ' 169920', ' 1', ' 2', ' 43', ' 95']
['3', ' 170400', ' 0', ' 2', ' 67', ' 95']
['3', ' 170400', ' 0', ' 2', ' 62', ' 95']
['3', ' 170400', ' 0', ' 2', ' 59', ' 95']
['3', ' 170400', ' 0', ' 2', ' 55', ' 95']
['3', ' 170400', ' 0', ' 2', ' 50', ' 95']
['3', ' 170400', ' 0', ' 2', ' 43', ' 95']
['3', ' 170400', ' 1', ' 2', ' 67', ' 95']
['3', ' 170400', ' 1', ' 2', ' 62', ' 95']
['3', ' 170400', ' 1', ' 2', ' 59', ' 95']
['3', ' 170400', ' 1', ' 2', ' 55', ' 95']
['3', ' 170400', ' 1', ' 2', ' 50', ' 95']
['3', ' 170400', ' 1', ' 2', ' 43', ' 95']
['3', ' 170880', ' 0', ' 2', ' 67', ' 95']
['3', ' 170880', ' 0', ' 2', ' 62', ' 95']
['3', ' 170880', ' 0', ' 2', ' 59', ' 95']
['3', ' 170880', ' 0', ' 2', ' 55', ' 95']
['3', ' 170880', ' 0', ' 2', ' 50', ' 95']
['3', ' 170880', ' 0', ' 2', ' 43', ' 95']
['3', ' 170880', ' 1', ' 2', ' 67', ' 95']
['3', ' 170880', ' 1', ' 2', ' 62', ' 95']
['3', ' 170880', ' 1', ' 2', ' 59', ' 95']
['3', ' 170880', ' 1', ' 2', ' 55', ' 95']
['3', ' 170880', ' 1', ' 2', ' 50', ' 95']
['3', ' 170880', ' 1', ' 2', ' 43', ' 95']
['3', ' 171360', ' 0', ' 2', ' 67', ' 95']
['3', ' 171360', ' 0', ' 2', ' 62', ' 95']
['3', ' 171360', ' 0', ' 2', ' 59', ' 95']
['3', ' 171360', ' 0', ' 2', ' 55', ' 95']
['3', ' 171360', ' 0', ' 2', ' 50', ' 95']
['3', ' 171360', ' 0', ' 2', ' 43', ' 95']
['3', ' 171360', ' 1', ' 2', ' 67', ' 95']
['3', ' 171360', ' 1', ' 2', ' 62', ' 95']
['3', ' 171360', ' 1', ' 2', ' 59', ' 95']
['3', ' 171360', ' 1', ' 2', ' 55', ' 95']
['3', ' 171360', ' 1', ' 2', ' 50', ' 95']
['3', ' 171360', ' 1', ' 2', ' 43', ' 95']
['3', ' 171840', ' 0', ' 2', ' 67', ' 95']
['3', ' 171840', ' 0', ' 2', ' 62', ' 95']
['3', ' 171840', ' 0', ' 2', ' 59', ' 95']
['3', ' 171840', ' 0', ' 2', ' 55', ' 95']
['3', ' 171840', ' 0', ' 2', ' 50', ' 95']
['3', ' 171840', ' 0', ' 2', ' 43', ' 95']
['3', ' 171840', ' 1', ' 2', ' 67', ' 95']
['3', ' 171840', ' 1', ' 2', ' 62', ' 95']
['3', ' 171840', ' 1', ' 2', ' 59', ' 95']
['3', ' 171840', ' 1', ' 2', ' 55', ' 95']
['3', ' 171840', ' 1', ' 2', ' 50', ' 95']
['3', ' 171840', ' 1', ' 2', ' 43', ' 95']
['3', ' 172320', ' 0', ' 2', ' 67', ' 95']
['3', ' 172320', ' 0', ' 2', ' 62', ' 95']
['3', ' 172320', ' 0', ' 2', ' 59', ' 95']
['3', ' 172320', ' 0', ' 2', ' 55', ' 95']
['3', ' 172320', ' 0', ' 2', ' 50', ' 95']
['3', ' 172320', ' 0', ' 2', ' 43', ' 95']
['3', ' 172320', ' 1', ' 2', ' 67', ' 95']
['3', ' 172320', ' 1', ' 2', ' 62', ' 95']
['3', ' 172320', ' 1', ' 2', ' 59', ' 95']
['3', ' 172320', ' 1', ' 2', ' 55', ' 95']
['3', ' 172320', ' 1', ' 2', ' 50', ' 95']
['3', ' 172320', ' 1', ' 2', ' 43', ' 95']
['3', ' 172800', ' 0', ' 2', ' 67', ' 95']
['3', ' 172800', ' 0', ' 2', ' 62', ' 95']
['3', ' 172800', ' 0', ' 2', ' 59', ' 95']
['3', ' 172800', ' 0', ' 2', ' 55', ' 95']
['3', ' 172800', ' 0', ' 2', ' 50', ' 95']
['3', ' 172800', ' 0', ' 2', ' 43', ' 95']
['3', ' 172800', ' 1', ' 2', ' 67', ' 95']
['3', ' 172800', ' 1', ' 2', ' 64', ' 95']
['3', ' 172800', ' 1', ' 2', ' 60', ' 95']
['3', ' 172800', ' 1', ' 2', ' 55', ' 95']
['3', ' 172800', ' 1', ' 2', ' 48', ' 95']
['3', ' 172800', ' 1', ' 2', ' 43', ' 95']
['3', ' 173280', ' 0', ' 2', ' 67', ' 95']
['3', ' 173280', ' 0', ' 2', ' 64', ' 95']
['3', ' 173280', ' 0', ' 2', ' 60', ' 95']
['3', ' 173280', ' 0', ' 2', ' 55', ' 95']
['3', ' 173280', ' 0', ' 2', ' 48', ' 95']
['3', ' 173280', ' 0', ' 2', ' 43', ' 95']
['3', ' 173280', ' 1', ' 2', ' 67', ' 95']
['3', ' 173280', ' 1', ' 2', ' 64', ' 95']
['3', ' 173280', ' 1', ' 2', ' 60', ' 95']
['3', ' 173280', ' 1', ' 2', ' 55', ' 95']
['3', ' 173280', ' 1', ' 2', ' 48', ' 95']
['3', ' 173280', ' 1', ' 2', ' 43', ' 95']
['3', ' 173760', ' 0', ' 2', ' 67', ' 95']
['3', ' 173760', ' 0', ' 2', ' 64', ' 95']
['3', ' 173760', ' 0', ' 2', ' 60', ' 95']
['3', ' 173760', ' 0', ' 2', ' 55', ' 95']
['3', ' 173760', ' 0', ' 2', ' 48', ' 95']
['3', ' 173760', ' 0', ' 2', ' 43', ' 95']
['3', ' 173760', ' 1', ' 2', ' 67', ' 95']
['3', ' 173760', ' 1', ' 2', ' 64', ' 95']
['3', ' 173760', ' 1', ' 2', ' 60', ' 95']
['3', ' 173760', ' 1', ' 2', ' 55', ' 95']
['3', ' 173760', ' 1', ' 2', ' 48', ' 95']
['3', ' 173760', ' 1', ' 2', ' 43', ' 95']
['3', ' 174240', ' 0', ' 2', ' 67', ' 95']
['3', ' 174240', ' 0', ' 2', ' 64', ' 95']
['3', ' 174240', ' 0', ' 2', ' 60', ' 95']
['3', ' 174240', ' 0', ' 2', ' 55', ' 95']
['3', ' 174240', ' 0', ' 2', ' 48', ' 95']
['3', ' 174240', ' 0', ' 2', ' 43', ' 95']
['3', ' 174240', ' 1', ' 2', ' 67', ' 95']
['3', ' 174240', ' 1', ' 2', ' 64', ' 95']
['3', ' 174240', ' 1', ' 2', ' 60', ' 95']
['3', ' 174240', ' 1', ' 2', ' 55', ' 95']
['3', ' 174240', ' 1', ' 2', ' 48', ' 95']
['3', ' 174240', ' 1', ' 2', ' 43', ' 95']
['3', ' 174720', ' 0', ' 2', ' 67', ' 95']
['3', ' 174720', ' 0', ' 2', ' 64', ' 95']
['3', ' 174720', ' 0', ' 2', ' 60', ' 95']
['3', ' 174720', ' 0', ' 2', ' 55', ' 95']
['3', ' 174720', ' 0', ' 2', ' 48', ' 95']
['3', ' 174720', ' 0', ' 2', ' 43', ' 95']
['3', ' 174720', ' 1', ' 2', ' 67', ' 95']
['3', ' 174720', ' 1', ' 2', ' 62', ' 95']
['3', ' 174720', ' 1', ' 2', ' 60', ' 95']
['3', ' 174720', ' 1', ' 2', ' 55', ' 95']
['3', ' 174720', ' 1', ' 2', ' 48', ' 95']
['3', ' 174720', ' 1', ' 2', ' 43', ' 95']
['3', ' 175200', ' 0', ' 2', ' 67', ' 95']
['3', ' 175200', ' 0', ' 2', ' 62', ' 95']
['3', ' 175200', ' 0', ' 2', ' 60', ' 95']
['3', ' 175200', ' 0', ' 2', ' 55', ' 95']
['3', ' 175200', ' 0', ' 2', ' 48', ' 95']
['3', ' 175200', ' 0', ' 2', ' 43', ' 95']
['3', ' 175200', ' 1', ' 2', ' 67', ' 95']
['3', ' 175200', ' 1', ' 2', ' 64', ' 95']
['3', ' 175200', ' 1', ' 2', ' 60', ' 95']
['3', ' 175200', ' 1', ' 2', ' 55', ' 95']
['3', ' 175200', ' 1', ' 2', ' 48', ' 95']
['3', ' 175200', ' 1', ' 2', ' 43', ' 95']
['3', ' 175680', ' 0', ' 2', ' 67', ' 95']
['3', ' 175680', ' 0', ' 2', ' 64', ' 95']
['3', ' 175680', ' 0', ' 2', ' 60', ' 95']
['3', ' 175680', ' 0', ' 2', ' 55', ' 95']
['3', ' 175680', ' 0', ' 2', ' 48', ' 95']
['3', ' 175680', ' 0', ' 2', ' 43', ' 95']
['3', ' 175680', ' 1', ' 2', ' 67', ' 95']
['3', ' 175680', ' 1', ' 2', ' 64', ' 95']
['3', ' 175680', ' 1', ' 2', ' 60', ' 95']
['3', ' 175680', ' 1', ' 2', ' 55', ' 95']
['3', ' 175680', ' 1', ' 2', ' 48', ' 95']
['3', ' 175680', ' 1', ' 2', ' 43', ' 95']
['3', ' 176160', ' 0', ' 2', ' 67', ' 95']
['3', ' 176160', ' 0', ' 2', ' 64', ' 95']
['3', ' 176160', ' 0', ' 2', ' 60', ' 95']
['3', ' 176160', ' 0', ' 2', ' 55', ' 95']
['3', ' 176160', ' 0', ' 2', ' 48', ' 95']
['3', ' 176160', ' 0', ' 2', ' 43', ' 95']
['3', ' 176160', ' 1', ' 2', ' 67', ' 95']
['3', ' 176160', ' 1', ' 2', ' 64', ' 95']
['3', ' 176160', ' 1', ' 2', ' 60', ' 95']
['3', ' 176160', ' 1', ' 2', ' 55', ' 95']
['3', ' 176160', ' 1', ' 2', ' 48', ' 95']
['3', ' 176160', ' 1', ' 2', ' 43', ' 95']
['3', ' 176640', ' 0', ' 2', ' 67', ' 95']
['3', ' 176640', ' 0', ' 2', ' 64', ' 95']
['3', ' 176640', ' 0', ' 2', ' 60', ' 95']
['3', ' 176640', ' 0', ' 2', ' 55', ' 95']
['3', ' 176640', ' 0', ' 2', ' 48', ' 95']
['3', ' 176640', ' 0', ' 2', ' 43', ' 95']
['3', ' 176640', ' 1', ' 2', ' 67', ' 95']
['3', ' 176640', ' 1', ' 2', ' 62', ' 95']
['3', ' 176640', ' 1', ' 2', ' 59', ' 95']
['3', ' 176640', ' 1', ' 2', ' 55', ' 95']
['3', ' 176640', ' 1', ' 2', ' 50', ' 95']
['3', ' 176640', ' 1', ' 2', ' 43', ' 95']
['3', ' 177120', ' 0', ' 2', ' 67', ' 95']
['3', ' 177120', ' 0', ' 2', ' 62', ' 95']
['3', ' 177120', ' 0', ' 2', ' 59', ' 95']
['3', ' 177120', ' 0', ' 2', ' 55', ' 95']
['3', ' 177120', ' 0', ' 2', ' 50', ' 95']
['3', ' 177120', ' 0', ' 2', ' 43', ' 95']
['3', ' 177120', ' 1', ' 2', ' 67', ' 95']
['3', ' 177120', ' 1', ' 2', ' 62', ' 95']
['3', ' 177120', ' 1', ' 2', ' 59', ' 95']
['3', ' 177120', ' 1', ' 2', ' 55', ' 95']
['3', ' 177120', ' 1', ' 2', ' 50', ' 95']
['3', ' 177120', ' 1', ' 2', ' 43', ' 95']
['3', ' 177600', ' 0', ' 2', ' 67', ' 95']
['3', ' 177600', ' 0', ' 2', ' 62', ' 95']
['3', ' 177600', ' 0', ' 2', ' 59', ' 95']
['3', ' 177600', ' 0', ' 2', ' 55', ' 95']
['3', ' 177600', ' 0', ' 2', ' 50', ' 95']
['3', ' 177600', ' 0', ' 2', ' 43', ' 95']
['3', ' 177600', ' 1', ' 2', ' 67', ' 95']
['3', ' 177600', ' 1', ' 2', ' 62', ' 95']
['3', ' 177600', ' 1', ' 2', ' 59', ' 95']
['3', ' 177600', ' 1', ' 2', ' 55', ' 95']
['3', ' 177600', ' 1', ' 2', ' 50', ' 95']
['3', ' 177600', ' 1', ' 2', ' 43', ' 95']
['3', ' 178080', ' 0', ' 2', ' 67', ' 95']
['3', ' 178080', ' 0', ' 2', ' 62', ' 95']
['3', ' 178080', ' 0', ' 2', ' 59', ' 95']
['3', ' 178080', ' 0', ' 2', ' 55', ' 95']
['3', ' 178080', ' 0', ' 2', ' 50', ' 95']
['3', ' 178080', ' 0', ' 2', ' 43', ' 95']
['3', ' 178080', ' 1', ' 2', ' 67', ' 95']
['3', ' 178080', ' 1', ' 2', ' 62', ' 95']
['3', ' 178080', ' 1', ' 2', ' 59', ' 95']
['3', ' 178080', ' 1', ' 2', ' 55', ' 95']
['3', ' 178080', ' 1', ' 2', ' 50', ' 95']
['3', ' 178080', ' 1', ' 2', ' 43', ' 95']
['3', ' 178560', ' 0', ' 2', ' 67', ' 95']
['3', ' 178560', ' 0', ' 2', ' 62', ' 95']
['3', ' 178560', ' 0', ' 2', ' 59', ' 95']
['3', ' 178560', ' 0', ' 2', ' 55', ' 95']
['3', ' 178560', ' 0', ' 2', ' 50', ' 95']
['3', ' 178560', ' 0', ' 2', ' 43', ' 95']
['3', ' 178560', ' 1', ' 2', ' 67', ' 95']
['3', ' 178560', ' 1', ' 2', ' 62', ' 95']
['3', ' 178560', ' 1', ' 2', ' 59', ' 95']
['3', ' 178560', ' 1', ' 2', ' 55', ' 95']
['3', ' 178560', ' 1', ' 2', ' 50', ' 95']
['3', ' 178560', ' 1', ' 2', ' 43', ' 95']
['3', ' 179040', ' 0', ' 2', ' 67', ' 95']
['3', ' 179040', ' 0', ' 2', ' 62', ' 95']
['3', ' 179040', ' 0', ' 2', ' 59', ' 95']
['3', ' 179040', ' 0', ' 2', ' 55', ' 95']
['3', ' 179040', ' 0', ' 2', ' 50', ' 95']
['3', ' 179040', ' 0', ' 2', ' 43', ' 95']
['3', ' 179040', ' 1', ' 2', ' 67', ' 95']
['3', ' 179040', ' 1', ' 2', ' 62', ' 95']
['3', ' 179040', ' 1', ' 2', ' 59', ' 95']
['3', ' 179040', ' 1', ' 2', ' 55', ' 95']
['3', ' 179040', ' 1', ' 2', ' 50', ' 95']
['3', ' 179040', ' 1', ' 2', ' 43', ' 95']
['3', ' 179520', ' 0', ' 2', ' 67', ' 95']
['3', ' 179520', ' 0', ' 2', ' 62', ' 95']
['3', ' 179520', ' 0', ' 2', ' 59', ' 95']
['3', ' 179520', ' 0', ' 2', ' 55', ' 95']
['3', ' 179520', ' 0', ' 2', ' 50', ' 95']
['3', ' 179520', ' 0', ' 2', ' 43', ' 95']
['3', ' 179520', ' 1', ' 2', ' 67', ' 95']
['3', ' 179520', ' 1', ' 2', ' 62', ' 95']
['3', ' 179520', ' 1', ' 2', ' 59', ' 95']
['3', ' 179520', ' 1', ' 2', ' 55', ' 95']
['3', ' 179520', ' 1', ' 2', ' 50', ' 95']
['3', ' 179520', ' 1', ' 2', ' 43', ' 95']
['3', ' 180000', ' 0', ' 2', ' 67', ' 95']
['3', ' 180000', ' 0', ' 2', ' 62', ' 95']
['3', ' 180000', ' 0', ' 2', ' 59', ' 95']
['3', ' 180000', ' 0', ' 2', ' 55', ' 95']
['3', ' 180000', ' 0', ' 2', ' 50', ' 95']
['3', ' 180000', ' 0', ' 2', ' 43', ' 95']
['3', ' 180000', ' 1', ' 2', ' 67', ' 95']
['3', ' 180000', ' 1', ' 2', ' 62', ' 95']
['3', ' 180000', ' 1', ' 2', ' 59', ' 95']
['3', ' 180000', ' 1', ' 2', ' 55', ' 95']
['3', ' 180000', ' 1', ' 2', ' 50', ' 95']
['3', ' 180000', ' 1', ' 2', ' 43', ' 95']
['3', ' 180480', ' 0', ' 2', ' 67', ' 95']
['3', ' 180480', ' 0', ' 2', ' 62', ' 95']
['3', ' 180480', ' 0', ' 2', ' 59', ' 95']
['3', ' 180480', ' 0', ' 2', ' 55', ' 95']
['3', ' 180480', ' 0', ' 2', ' 50', ' 95']
['3', ' 180480', ' 0', ' 2', ' 43', ' 95']
['3', ' 180480', ' 1', ' 2', ' 67', ' 95']
['3', ' 180480', ' 1', ' 2', ' 64', ' 95']
['3', ' 180480', ' 1', ' 2', ' 60', ' 95']
['3', ' 180480', ' 1', ' 2', ' 55', ' 95']
['3', ' 180480', ' 1', ' 2', ' 48', ' 95']
['3', ' 180480', ' 1', ' 2', ' 43', ' 95']
['3', ' 180960', ' 0', ' 2', ' 67', ' 95']
['3', ' 180960', ' 0', ' 2', ' 64', ' 95']
['3', ' 180960', ' 0', ' 2', ' 60', ' 95']
['3', ' 180960', ' 0', ' 2', ' 55', ' 95']
['3', ' 180960', ' 0', ' 2', ' 48', ' 95']
['3', ' 180960', ' 0', ' 2', ' 43', ' 95']
['3', ' 180960', ' 1', ' 2', ' 67', ' 95']
['3', ' 180960', ' 1', ' 2', ' 64', ' 95']
['3', ' 180960', ' 1', ' 2', ' 60', ' 95']
['3', ' 180960', ' 1', ' 2', ' 55', ' 95']
['3', ' 180960', ' 1', ' 2', ' 48', ' 95']
['3', ' 180960', ' 1', ' 2', ' 43', ' 95']
['3', ' 181440', ' 0', ' 2', ' 67', ' 95']
['3', ' 181440', ' 0', ' 2', ' 64', ' 95']
['3', ' 181440', ' 0', ' 2', ' 60', ' 95']
['3', ' 181440', ' 0', ' 2', ' 55', ' 95']
['3', ' 181440', ' 0', ' 2', ' 48', ' 95']
['3', ' 181440', ' 0', ' 2', ' 43', ' 95']
['3', ' 181440', ' 1', ' 2', ' 67', ' 95']
['3', ' 181440', ' 1', ' 2', ' 64', ' 95']
['3', ' 181440', ' 1', ' 2', ' 60', ' 95']
['3', ' 181440', ' 1', ' 2', ' 55', ' 95']
['3', ' 181440', ' 1', ' 2', ' 48', ' 95']
['3', ' 181440', ' 1', ' 2', ' 43', ' 95']
['3', ' 181920', ' 0', ' 2', ' 67', ' 95']
['3', ' 181920', ' 0', ' 2', ' 64', ' 95']
['3', ' 181920', ' 0', ' 2', ' 60', ' 95']
['3', ' 181920', ' 0', ' 2', ' 55', ' 95']
['3', ' 181920', ' 0', ' 2', ' 48', ' 95']
['3', ' 181920', ' 0', ' 2', ' 43', ' 95']
['3', ' 181920', ' 1', ' 2', ' 67', ' 95']
['3', ' 181920', ' 1', ' 2', ' 64', ' 95']
['3', ' 181920', ' 1', ' 2', ' 60', ' 95']
['3', ' 181920', ' 1', ' 2', ' 55', ' 95']
['3', ' 181920', ' 1', ' 2', ' 48', ' 95']
['3', ' 181920', ' 1', ' 2', ' 43', ' 95']
['3', ' 182400', ' 0', ' 2', ' 67', ' 95']
['3', ' 182400', ' 0', ' 2', ' 64', ' 95']
['3', ' 182400', ' 0', ' 2', ' 60', ' 95']
['3', ' 182400', ' 0', ' 2', ' 55', ' 95']
['3', ' 182400', ' 0', ' 2', ' 48', ' 95']
['3', ' 182400', ' 0', ' 2', ' 43', ' 95']
['3', ' 182400', ' 1', ' 2', ' 67', ' 95']
['3', ' 182400', ' 1', ' 2', ' 62', ' 95']
['3', ' 182400', ' 1', ' 2', ' 60', ' 95']
['3', ' 182400', ' 1', ' 2', ' 55', ' 95']
['3', ' 182400', ' 1', ' 2', ' 48', ' 95']
['3', ' 182400', ' 1', ' 2', ' 43', ' 95']
['3', ' 182880', ' 0', ' 2', ' 67', ' 95']
['3', ' 182880', ' 0', ' 2', ' 62', ' 95']
['3', ' 182880', ' 0', ' 2', ' 60', ' 95']
['3', ' 182880', ' 0', ' 2', ' 55', ' 95']
['3', ' 182880', ' 0', ' 2', ' 48', ' 95']
['3', ' 182880', ' 0', ' 2', ' 43', ' 95']
['3', ' 182880', ' 1', ' 2', ' 67', ' 95']
['3', ' 182880', ' 1', ' 2', ' 64', ' 95']
['3', ' 182880', ' 1', ' 2', ' 60', ' 95']
['3', ' 182880', ' 1', ' 2', ' 55', ' 95']
['3', ' 182880', ' 1', ' 2', ' 48', ' 95']
['3', ' 182880', ' 1', ' 2', ' 43', ' 95']
['3', ' 183360', ' 0', ' 2', ' 67', ' 95']
['3', ' 183360', ' 0', ' 2', ' 64', ' 95']
['3', ' 183360', ' 0', ' 2', ' 60', ' 95']
['3', ' 183360', ' 0', ' 2', ' 55', ' 95']
['3', ' 183360', ' 0', ' 2', ' 48', ' 95']
['3', ' 183360', ' 0', ' 2', ' 43', ' 95']
['3', ' 183360', ' 1', ' 2', ' 67', ' 95']
['3', ' 183360', ' 1', ' 2', ' 64', ' 95']
['3', ' 183360', ' 1', ' 2', ' 60', ' 95']
['3', ' 183360', ' 1', ' 2', ' 55', ' 95']
['3', ' 183360', ' 1', ' 2', ' 48', ' 95']
['3', ' 183360', ' 1', ' 2', ' 43', ' 95']
['3', ' 183840', ' 0', ' 2', ' 67', ' 95']
['3', ' 183840', ' 0', ' 2', ' 64', ' 95']
['3', ' 183840', ' 0', ' 2', ' 60', ' 95']
['3', ' 183840', ' 0', ' 2', ' 55', ' 95']
['3', ' 183840', ' 0', ' 2', ' 48', ' 95']
['3', ' 183840', ' 0', ' 2', ' 43', ' 95']
['3', ' 183840', ' 1', ' 2', ' 67', ' 95']
['3', ' 183840', ' 1', ' 2', ' 64', ' 95']
['3', ' 183840', ' 1', ' 2', ' 60', ' 95']
['3', ' 183840', ' 1', ' 2', ' 55', ' 95']
['3', ' 183840', ' 1', ' 2', ' 48', ' 95']
['3', ' 183840', ' 1', ' 2', ' 43', ' 95']
['3', ' 184320', ' 0', ' 2', ' 67', ' 95']
['3', ' 184320', ' 0', ' 2', ' 64', ' 95']
['3', ' 184320', ' 0', ' 2', ' 60', ' 95']
['3', ' 184320', ' 0', ' 2', ' 55', ' 95']
['3', ' 184320', ' 0', ' 2', ' 48', ' 95']
['3', ' 184320', ' 0', ' 2', ' 43', ' 95']
['3', ' 184320', ' 1', ' 2', ' 67', ' 95']
['3', ' 184320', ' 1', ' 2', ' 62', ' 95']
['3', ' 184320', ' 1', ' 2', ' 59', ' 95']
['3', ' 184320', ' 1', ' 2', ' 55', ' 95']
['3', ' 184320', ' 1', ' 2', ' 50', ' 95']
['3', ' 184320', ' 1', ' 2', ' 43', ' 95']
['3', ' 184800', ' 0', ' 2', ' 67', ' 95']
['3', ' 184800', ' 0', ' 2', ' 62', ' 95']
['3', ' 184800', ' 0', ' 2', ' 59', ' 95']
['3', ' 184800', ' 0', ' 2', ' 55', ' 95']
['3', ' 184800', ' 0', ' 2', ' 50', ' 95']
['3', ' 184800', ' 0', ' 2', ' 43', ' 95']
['3', ' 184800', ' 1', ' 2', ' 67', ' 95']
['3', ' 184800', ' 1', ' 2', ' 62', ' 95']
['3', ' 184800', ' 1', ' 2', ' 59', ' 95']
['3', ' 184800', ' 1', ' 2', ' 55', ' 95']
['3', ' 184800', ' 1', ' 2', ' 50', ' 95']
['3', ' 184800', ' 1', ' 2', ' 43', ' 95']
['3', ' 185280', ' 0', ' 2', ' 67', ' 95']
['3', ' 185280', ' 0', ' 2', ' 62', ' 95']
['3', ' 185280', ' 0', ' 2', ' 59', ' 95']
['3', ' 185280', ' 0', ' 2', ' 55', ' 95']
['3', ' 185280', ' 0', ' 2', ' 50', ' 95']
['3', ' 185280', ' 0', ' 2', ' 43', ' 95']
['3', ' 185280', ' 1', ' 2', ' 67', ' 95']
['3', ' 185280', ' 1', ' 2', ' 62', ' 95']
['3', ' 185280', ' 1', ' 2', ' 59', ' 95']
['3', ' 185280', ' 1', ' 2', ' 55', ' 95']
['3', ' 185280', ' 1', ' 2', ' 50', ' 95']
['3', ' 185280', ' 1', ' 2', ' 43', ' 95']
['3', ' 185760', ' 0', ' 2', ' 67', ' 95']
['3', ' 185760', ' 0', ' 2', ' 62', ' 95']
['3', ' 185760', ' 0', ' 2', ' 59', ' 95']
['3', ' 185760', ' 0', ' 2', ' 55', ' 95']
['3', ' 185760', ' 0', ' 2', ' 50', ' 95']
['3', ' 185760', ' 0', ' 2', ' 43', ' 95']
